,ResultsFK,X,TransactionTime,BlockIDResourceID
318,1,0.07291666666666667,14.0,L0 Gate Lounge 1_Gate_Lounge_15
319,1,0.07291666666666667,11.0,L0 Gate Lounge 1_Gate_Lounge_12
320,1,0.07291666666666667,11.0,L0 Gate Lounge 1_Gate_Lounge_13
321,1,0.07291666666666667,1.0,L0 Gate Lounge 1_Gate_Lounge_14
322,1,0.07291666666666667,25.0,L0 Gate Lounge 1_Gate_Lounge_06
323,1,0.07291666666666667,33.0,L0 Gate Lounge 1_Gate_Lounge_03
324,1,0.07291666666666667,18.0,L0 Gate Lounge 1_Gate_Lounge_09
325,1,0.07291666666666667,12.0,L0 Gate Lounge 1_Gate_Lounge_10
326,1,0.07291666666666667,40.0,L0 Gate Lounge 1_Gate_Lounge_05
327,1,0.07291666666666667,34.0,L0 Gate Lounge 1_Gate_Lounge_02
328,1,0.07291666666666667,20.0,L0 Gate Lounge 1_Gate_Lounge_07
329,1,0.07291666666666667,20.0,L0 Gate Lounge 1_Gate_Lounge_08
330,1,0.0763888888888889,14.0,L0 Gate Lounge 1_Gate_Lounge_11
331,1,0.0763888888888889,53.0,L0 Gate Lounge 1_Gate_Lounge_01
332,1,0.0763888888888889,30.0,L0 Gate Lounge 1_Gate_Lounge_04
333,1,0.0763888888888889,16.0,L0 Gate Lounge 1_Gate_Lounge_15
334,1,0.0763888888888889,19.0,L0 Gate Lounge 1_Gate_Lounge_12
335,1,0.0763888888888889,12.0,L0 Gate Lounge 1_Gate_Lounge_13
336,1,0.0763888888888889,10.0,L0 Gate Lounge 1_Gate_Lounge_14
337,1,0.0763888888888889,22.0,L0 Gate Lounge 1_Gate_Lounge_06
338,1,0.0763888888888889,25.0,L0 Gate Lounge 1_Gate_Lounge_03
339,1,0.0763888888888889,15.0,L0 Gate Lounge 1_Gate_Lounge_09
340,1,0.0763888888888889,5.0,L0 Gate Lounge 1_Gate_Lounge_10
341,1,0.0763888888888889,29.0,L0 Gate Lounge 1_Gate_Lounge_05
342,1,0.0763888888888889,33.0,L0 Gate Lounge 1_Gate_Lounge_02
343,1,0.0763888888888889,19.0,L0 Gate Lounge 1_Gate_Lounge_07
