,ResultsFK,Time,Time_1,FacilityStates,_ImmigrationType
618,1,44013.427083333336,0,In Use,Normal
619,1,44013.427083333336,0,Idle,Normal
620,1,44013.427083333336,0,Idle,Automatic
621,1,44013.427083333336,10,Closed,Normal
622,1,44013.427083333336,0,In Use,Automatic
623,1,44013.427083333336,2,Closed,Automatic
624,1,44013.430555555555,0,In Use,Normal
625,1,44013.430555555555,0,Idle,Normal
626,1,44013.430555555555,0,Idle,Automatic
627,1,44013.430555555555,10,Closed,Normal
628,1,44013.430555555555,0,In Use,Automatic
629,1,44013.430555555555,2,Closed,Automatic
630,1,44013.43402777778,0,In Use,Normal
631,1,44013.43402777778,0,Idle,Normal
632,1,44013.43402777778,0,Idle,Automatic
633,1,44013.43402777778,10,Closed,Normal
634,1,44013.43402777778,0,In Use,Automatic
635,1,44013.43402777778,2,Closed,Automatic
636,1,44013.4375,0,In Use,Normal
637,1,44013.4375,0,Idle,Normal
638,1,44013.4375,0,Idle,Automatic
639,1,44013.4375,10,Closed,Normal
640,1,44013.4375,0,In Use,Automatic
641,1,44013.4375,2,Closed,Automatic
642,1,44013.44097222222,0,In Use,Normal
643,1,44013.44097222222,0,Idle,Normal
644,1,44013.44097222222,0,Idle,Automatic
645,1,44013.44097222222,10,Closed,Normal
646,1,44013.44097222222,0,In Use,Automatic
647,1,44013.44097222222,2,Closed,Automatic
648,1,44013.444444444445,0,In Use,Normal
649,1,44013.444444444445,0,Idle,Normal
650,1,44013.444444444445,0,Idle,Automatic
651,1,44013.444444444445,10,Closed,Normal
652,1,44013.444444444445,0,In Use,Automatic
653,1,44013.444444444445,2,Closed,Automatic
654,1,44013.447916666664,0,In Use,Normal
655,1,44013.447916666664,0,Idle,Normal
656,1,44013.447916666664,0,Idle,Automatic
657,1,44013.447916666664,10,Closed,Normal
658,1,44013.447916666664,0,In Use,Automatic
659,1,44013.447916666664,2,Closed,Automatic
660,1,44013.45138888889,0,In Use,Normal
661,1,44013.45138888889,0,Idle,Normal
662,1,44013.45138888889,0,Idle,Automatic
663,1,44013.45138888889,10,Closed,Normal
664,1,44013.45138888889,0,In Use,Automatic
665,1,44013.45138888889,2,Closed,Automatic
666,1,44013.45486111111,0,In Use,Normal
667,1,44013.45486111111,0,Idle,Normal
668,1,44013.45486111111,0,Idle,Automatic
669,1,44013.45486111111,10,Closed,Normal
670,1,44013.45486111111,0,In Use,Automatic
671,1,44013.45486111111,2,Closed,Automatic
672,1,44013.458333333336,0,In Use,Normal
673,1,44013.458333333336,0,Idle,Normal
674,1,44013.458333333336,0,Idle,Automatic
675,1,44013.458333333336,10,Closed,Normal
676,1,44013.458333333336,0,In Use,Automatic
677,1,44013.458333333336,2,Closed,Automatic
678,1,44013.461805555555,0,In Use,Normal
679,1,44013.461805555555,0,Idle,Normal
680,1,44013.461805555555,0,Idle,Automatic
681,1,44013.461805555555,10,Closed,Normal
682,1,44013.461805555555,0,In Use,Automatic
683,1,44013.461805555555,2,Closed,Automatic
684,1,44013.46527777778,0,In Use,Normal
685,1,44013.46527777778,0,Idle,Normal
686,1,44013.46527777778,0,Idle,Automatic
687,1,44013.46527777778,10,Closed,Normal
688,1,44013.46527777778,0,In Use,Automatic
689,1,44013.46527777778,2,Closed,Automatic
690,1,44013.46875,0,In Use,Normal
691,1,44013.46875,0,Idle,Normal
692,1,44013.46875,0,Idle,Automatic
693,1,44013.46875,10,Closed,Normal
694,1,44013.46875,0,In Use,Automatic
695,1,44013.46875,2,Closed,Automatic
696,1,44013.47222222222,0,In Use,Normal
697,1,44013.47222222222,0,Idle,Normal
698,1,44013.47222222222,0,Idle,Automatic
699,1,44013.47222222222,10,Closed,Normal
700,1,44013.47222222222,0,In Use,Automatic
701,1,44013.47222222222,2,Closed,Automatic
702,1,44013.475694444445,0,In Use,Normal
703,1,44013.475694444445,0,Idle,Normal
704,1,44013.475694444445,0,Idle,Automatic
705,1,44013.475694444445,10,Closed,Normal
706,1,44013.475694444445,0,In Use,Automatic
707,1,44013.475694444445,2,Closed,Automatic
708,1,44013.479166666664,0,In Use,Normal
709,1,44013.479166666664,0,Idle,Normal
710,1,44013.479166666664,0,Idle,Automatic
711,1,44013.479166666664,10,Closed,Normal
712,1,44013.479166666664,0,In Use,Automatic
713,1,44013.479166666664,2,Closed,Automatic
714,1,44013.48263888889,0,In Use,Normal
715,1,44013.48263888889,0,Idle,Normal
716,1,44013.48263888889,0,Idle,Automatic
717,1,44013.48263888889,10,Closed,Normal
718,1,44013.48263888889,0,In Use,Automatic
719,1,44013.48263888889,2,Closed,Automatic
720,1,44013.48611111111,0,In Use,Normal
721,1,44013.48611111111,0,Idle,Normal
722,1,44013.48611111111,0,Idle,Automatic
723,1,44013.48611111111,10,Closed,Normal
724,1,44013.48611111111,0,In Use,Automatic
725,1,44013.48611111111,2,Closed,Automatic
726,1,44013.489583333336,0,In Use,Normal
727,1,44013.489583333336,0,Idle,Normal
728,1,44013.489583333336,0,Idle,Automatic
729,1,44013.489583333336,10,Closed,Normal
730,1,44013.489583333336,0,In Use,Automatic
731,1,44013.489583333336,2,Closed,Automatic
732,1,44013.493055555555,0,In Use,Normal
733,1,44013.493055555555,0,Idle,Normal
734,1,44013.493055555555,0,Idle,Automatic
735,1,44013.493055555555,10,Closed,Normal
736,1,44013.493055555555,0,In Use,Automatic
737,1,44013.493055555555,2,Closed,Automatic
738,1,44013.49652777778,0,In Use,Normal
739,1,44013.49652777778,0,Idle,Normal
740,1,44013.49652777778,0,Idle,Automatic
741,1,44013.49652777778,10,Closed,Normal
742,1,44013.49652777778,0,In Use,Automatic
743,1,44013.49652777778,2,Closed,Automatic
744,1,44013.5,0,In Use,Normal
745,1,44013.5,0,Idle,Normal
746,1,44013.5,0,Idle,Automatic
747,1,44013.5,10,Closed,Normal
748,1,44013.5,0,In Use,Automatic
749,1,44013.5,2,Closed,Automatic
750,1,44013.50347222222,0,In Use,Normal
751,1,44013.50347222222,0,Idle,Normal
752,1,44013.50347222222,0,Idle,Automatic
753,1,44013.50347222222,10,Closed,Normal
754,1,44013.50347222222,0,In Use,Automatic
755,1,44013.50347222222,2,Closed,Automatic
756,1,44013.506944444445,0,In Use,Normal
757,1,44013.506944444445,0,Idle,Normal
758,1,44013.506944444445,0,Idle,Automatic
759,1,44013.506944444445,10,Closed,Normal
760,1,44013.506944444445,0,In Use,Automatic
761,1,44013.506944444445,2,Closed,Automatic
762,1,44013.510416666664,0,In Use,Normal
763,1,44013.510416666664,0,Idle,Normal
764,1,44013.510416666664,0,Idle,Automatic
765,1,44013.510416666664,10,Closed,Normal
766,1,44013.510416666664,0,In Use,Automatic
767,1,44013.510416666664,2,Closed,Automatic
768,1,44013.51388888889,0,In Use,Normal
769,1,44013.51388888889,0,Idle,Normal
770,1,44013.51388888889,0,Idle,Automatic
771,1,44013.51388888889,10,Closed,Normal
772,1,44013.51388888889,0,In Use,Automatic
773,1,44013.51388888889,2,Closed,Automatic
774,1,44013.51736111111,0,In Use,Normal
775,1,44013.51736111111,0,Idle,Normal
776,1,44013.51736111111,0,Idle,Automatic
777,1,44013.51736111111,10,Closed,Normal
778,1,44013.51736111111,0,In Use,Automatic
779,1,44013.51736111111,2,Closed,Automatic
780,1,44013.520833333336,0,In Use,Normal
781,1,44013.520833333336,0,Idle,Normal
782,1,44013.520833333336,0,Idle,Automatic
783,1,44013.520833333336,10,Closed,Normal
784,1,44013.520833333336,0,In Use,Automatic
785,1,44013.520833333336,2,Closed,Automatic
786,1,44013.524305555555,0,In Use,Normal
787,1,44013.524305555555,0,Idle,Normal
788,1,44013.524305555555,0,Idle,Automatic
789,1,44013.524305555555,10,Closed,Normal
790,1,44013.524305555555,0,In Use,Automatic
791,1,44013.524305555555,2,Closed,Automatic
792,1,44013.52777777778,0,In Use,Normal
793,1,44013.52777777778,0,Idle,Normal
794,1,44013.52777777778,0,Idle,Automatic
795,1,44013.52777777778,10,Closed,Normal
796,1,44013.52777777778,0,In Use,Automatic
797,1,44013.52777777778,2,Closed,Automatic
798,1,44013.53125,0,In Use,Normal
799,1,44013.53125,0,Idle,Normal
800,1,44013.53125,0,Idle,Automatic
801,1,44013.53125,10,Closed,Normal
802,1,44013.53125,0,In Use,Automatic
803,1,44013.53125,2,Closed,Automatic
804,1,44013.53472222222,0,In Use,Normal
805,1,44013.53472222222,0,Idle,Normal
806,1,44013.53472222222,0,Idle,Automatic
807,1,44013.53472222222,10,Closed,Normal
808,1,44013.53472222222,0,In Use,Automatic
809,1,44013.53472222222,2,Closed,Automatic
810,1,44013.538194444445,0,In Use,Normal
811,1,44013.538194444445,0,Idle,Normal
812,1,44013.538194444445,0,Idle,Automatic
813,1,44013.538194444445,10,Closed,Normal
814,1,44013.538194444445,0,In Use,Automatic
815,1,44013.538194444445,2,Closed,Automatic
816,1,44013.541666666664,0,In Use,Normal
817,1,44013.541666666664,0,Idle,Normal
818,1,44013.541666666664,0,Idle,Automatic
819,1,44013.541666666664,10,Closed,Normal
820,1,44013.541666666664,0,In Use,Automatic
821,1,44013.541666666664,2,Closed,Automatic
822,1,44013.54513888889,0,In Use,Normal
823,1,44013.54513888889,0,Idle,Normal
824,1,44013.54513888889,0,Idle,Automatic
825,1,44013.54513888889,10,Closed,Normal
826,1,44013.54513888889,0,In Use,Automatic
827,1,44013.54513888889,2,Closed,Automatic
828,1,44013.54861111111,0,In Use,Normal
829,1,44013.54861111111,0,Idle,Normal
830,1,44013.54861111111,0,Idle,Automatic
831,1,44013.54861111111,10,Closed,Normal
832,1,44013.54861111111,0,In Use,Automatic
833,1,44013.54861111111,2,Closed,Automatic
834,1,44013.552083333336,0,In Use,Normal
835,1,44013.552083333336,0,Idle,Normal
836,1,44013.552083333336,0,Idle,Automatic
837,1,44013.552083333336,10,Closed,Normal
838,1,44013.552083333336,0,In Use,Automatic
839,1,44013.552083333336,2,Closed,Automatic
840,1,44013.555555555555,0,In Use,Normal
841,1,44013.555555555555,0,Idle,Normal
842,1,44013.555555555555,0,Idle,Automatic
843,1,44013.555555555555,10,Closed,Normal
844,1,44013.555555555555,0,In Use,Automatic
845,1,44013.555555555555,2,Closed,Automatic
846,1,44013.55902777778,0,In Use,Normal
847,1,44013.55902777778,0,Idle,Normal
848,1,44013.55902777778,0,Idle,Automatic
849,1,44013.55902777778,10,Closed,Normal
850,1,44013.55902777778,0,In Use,Automatic
851,1,44013.55902777778,2,Closed,Automatic
852,1,44013.5625,0,In Use,Normal
853,1,44013.5625,0,Idle,Normal
854,1,44013.5625,0,Idle,Automatic
855,1,44013.5625,10,Closed,Normal
856,1,44013.5625,0,In Use,Automatic
857,1,44013.5625,2,Closed,Automatic
858,1,44013.56597222222,0,In Use,Normal
859,1,44013.56597222222,0,Idle,Normal
860,1,44013.56597222222,0,Idle,Automatic
861,1,44013.56597222222,10,Closed,Normal
862,1,44013.56597222222,0,In Use,Automatic
863,1,44013.56597222222,2,Closed,Automatic
864,1,44013.569444444445,6,In Use,Normal
865,1,44013.569444444445,0,Idle,Normal
866,1,44013.569444444445,0,Idle,Automatic
867,1,44013.569444444445,4,Closed,Normal
868,1,44013.569444444445,2,In Use,Automatic
869,1,44013.569444444445,0,Closed,Automatic
870,1,44013.572916666664,6,In Use,Normal
871,1,44013.572916666664,0,Idle,Normal
872,1,44013.572916666664,2,Idle,Automatic
873,1,44013.572916666664,4,Closed,Normal
874,1,44013.572916666664,0,In Use,Automatic
875,1,44013.572916666664,0,Closed,Automatic
876,1,44013.57638888889,6,In Use,Normal
877,1,44013.57638888889,0,Idle,Normal
878,1,44013.57638888889,2,Idle,Automatic
879,1,44013.57638888889,4,Closed,Normal
880,1,44013.57638888889,0,In Use,Automatic
881,1,44013.57638888889,0,Closed,Automatic
882,1,44013.57986111111,6,In Use,Normal
883,1,44013.57986111111,0,Idle,Normal
884,1,44013.57986111111,2,Idle,Automatic
885,1,44013.57986111111,4,Closed,Normal
886,1,44013.57986111111,0,In Use,Automatic
887,1,44013.57986111111,0,Closed,Automatic
888,1,44013.583333333336,6,In Use,Normal
889,1,44013.583333333336,0,Idle,Normal
890,1,44013.583333333336,0,Idle,Automatic
891,1,44013.583333333336,4,Closed,Normal
892,1,44013.583333333336,2,In Use,Automatic
893,1,44013.583333333336,0,Closed,Automatic
894,1,44013.586805555555,10,In Use,Normal
895,1,44013.586805555555,0,Idle,Normal
896,1,44013.586805555555,0,Idle,Automatic
897,1,44013.586805555555,0,Closed,Normal
898,1,44013.586805555555,2,In Use,Automatic
899,1,44013.586805555555,0,Closed,Automatic
900,1,44013.59027777778,10,In Use,Normal
901,1,44013.59027777778,0,Idle,Normal
902,1,44013.59027777778,0,Idle,Automatic
903,1,44013.59027777778,0,Closed,Normal
904,1,44013.59027777778,2,In Use,Automatic
905,1,44013.59027777778,0,Closed,Automatic
906,1,44013.59375,10,In Use,Normal
907,1,44013.59375,0,Idle,Normal
908,1,44013.59375,2,Idle,Automatic
909,1,44013.59375,0,Closed,Normal
910,1,44013.59375,0,In Use,Automatic
911,1,44013.59375,0,Closed,Automatic
912,1,44013.59722222222,10,In Use,Normal
913,1,44013.59722222222,0,Idle,Normal
914,1,44013.59722222222,2,Idle,Automatic
915,1,44013.59722222222,0,Closed,Normal
916,1,44013.59722222222,0,In Use,Automatic
917,1,44013.59722222222,0,Closed,Automatic
918,1,44013.600694444445,10,In Use,Normal
919,1,44013.600694444445,0,Idle,Normal
920,1,44013.600694444445,0,Idle,Automatic
921,1,44013.600694444445,0,Closed,Normal
922,1,44013.600694444445,2,In Use,Automatic
923,1,44013.600694444445,0,Closed,Automatic
924,1,44013.604166666664,10,In Use,Normal
925,1,44013.604166666664,0,Idle,Normal
926,1,44013.604166666664,0,Idle,Automatic
927,1,44013.604166666664,0,Closed,Normal
928,1,44013.604166666664,0,In Use,Automatic
929,1,44013.604166666664,2,Closed,Automatic
930,1,44013.60763888889,0,In Use,Normal
931,1,44013.60763888889,0,Idle,Normal
932,1,44013.60763888889,0,Idle,Automatic
933,1,44013.60763888889,10,Closed,Normal
934,1,44013.60763888889,0,In Use,Automatic
935,1,44013.60763888889,2,Closed,Automatic
936,1,44013.61111111111,0,In Use,Normal
937,1,44013.61111111111,0,Idle,Normal
938,1,44013.61111111111,0,Idle,Automatic
939,1,44013.61111111111,10,Closed,Normal
940,1,44013.61111111111,0,In Use,Automatic
941,1,44013.61111111111,2,Closed,Automatic
942,1,44013.614583333336,8,In Use,Normal
943,1,44013.614583333336,0,Idle,Normal
944,1,44013.614583333336,0,Idle,Automatic
945,1,44013.614583333336,2,Closed,Normal
946,1,44013.614583333336,2,In Use,Automatic
947,1,44013.614583333336,0,Closed,Automatic
948,1,44013.618055555555,8,In Use,Normal
949,1,44013.618055555555,0,Idle,Normal
950,1,44013.618055555555,0,Idle,Automatic
951,1,44013.618055555555,2,Closed,Normal
952,1,44013.618055555555,2,In Use,Automatic
953,1,44013.618055555555,0,Closed,Automatic
954,1,44013.62152777778,8,In Use,Normal
955,1,44013.62152777778,0,Idle,Normal
956,1,44013.62152777778,2,Idle,Automatic
957,1,44013.62152777778,2,Closed,Normal
958,1,44013.62152777778,0,In Use,Automatic
959,1,44013.62152777778,0,Closed,Automatic
960,1,44013.625,8,In Use,Normal
961,1,44013.625,0,Idle,Normal
962,1,44013.625,2,Idle,Automatic
963,1,44013.625,2,Closed,Normal
964,1,44013.625,0,In Use,Automatic
965,1,44013.625,0,Closed,Automatic
966,1,44013.62847222222,0,In Use,Normal
967,1,44013.62847222222,8,Idle,Normal
968,1,44013.62847222222,2,Idle,Automatic
969,1,44013.62847222222,2,Closed,Normal
970,1,44013.62847222222,0,In Use,Automatic
971,1,44013.62847222222,0,Closed,Automatic
972,1,44013.631944444445,0,In Use,Normal
973,1,44013.631944444445,0,Idle,Normal
974,1,44013.631944444445,0,Idle,Automatic
975,1,44013.631944444445,10,Closed,Normal
976,1,44013.631944444445,0,In Use,Automatic
977,1,44013.631944444445,2,Closed,Automatic
978,1,44013.635416666664,0,In Use,Normal
979,1,44013.635416666664,0,Idle,Normal
980,1,44013.635416666664,0,Idle,Automatic
981,1,44013.635416666664,10,Closed,Normal
982,1,44013.635416666664,0,In Use,Automatic
983,1,44013.635416666664,2,Closed,Automatic
984,1,44013.63888888889,0,In Use,Normal
985,1,44013.63888888889,0,Idle,Normal
986,1,44013.63888888889,0,Idle,Automatic
987,1,44013.63888888889,10,Closed,Normal
988,1,44013.63888888889,0,In Use,Automatic
989,1,44013.63888888889,2,Closed,Automatic
990,1,44013.64236111111,0,In Use,Normal
991,1,44013.64236111111,0,Idle,Normal
992,1,44013.64236111111,0,Idle,Automatic
993,1,44013.64236111111,10,Closed,Normal
994,1,44013.64236111111,0,In Use,Automatic
995,1,44013.64236111111,2,Closed,Automatic
996,1,44013.645833333336,0,In Use,Normal
997,1,44013.645833333336,0,Idle,Normal
998,1,44013.645833333336,0,Idle,Automatic
999,1,44013.645833333336,10,Closed,Normal
1000,1,44013.645833333336,0,In Use,Automatic
1001,1,44013.645833333336,2,Closed,Automatic
1002,1,44013.649305555555,0,In Use,Normal
1003,1,44013.649305555555,0,Idle,Normal
1004,1,44013.649305555555,0,Idle,Automatic
1005,1,44013.649305555555,10,Closed,Normal
1006,1,44013.649305555555,0,In Use,Automatic
1007,1,44013.649305555555,2,Closed,Automatic
1008,1,44013.65277777778,0,In Use,Normal
1009,1,44013.65277777778,0,Idle,Normal
1010,1,44013.65277777778,0,Idle,Automatic
1011,1,44013.65277777778,10,Closed,Normal
1012,1,44013.65277777778,0,In Use,Automatic
1013,1,44013.65277777778,2,Closed,Automatic
1014,1,44013.65625,0,In Use,Normal
1015,1,44013.65625,0,Idle,Normal
1016,1,44013.65625,0,Idle,Automatic
1017,1,44013.65625,10,Closed,Normal
1018,1,44013.65625,0,In Use,Automatic
1019,1,44013.65625,2,Closed,Automatic
1020,1,44013.65972222222,0,In Use,Normal
1021,1,44013.65972222222,0,Idle,Normal
1022,1,44013.65972222222,0,Idle,Automatic
1023,1,44013.65972222222,10,Closed,Normal
1024,1,44013.65972222222,0,In Use,Automatic
1025,1,44013.65972222222,2,Closed,Automatic
1026,1,44013.663194444445,0,In Use,Normal
1027,1,44013.663194444445,0,Idle,Normal
1028,1,44013.663194444445,0,Idle,Automatic
1029,1,44013.663194444445,10,Closed,Normal
1030,1,44013.663194444445,0,In Use,Automatic
1031,1,44013.663194444445,2,Closed,Automatic
1032,1,44013.666666666664,0,In Use,Normal
1033,1,44013.666666666664,0,Idle,Normal
1034,1,44013.666666666664,0,Idle,Automatic
1035,1,44013.666666666664,10,Closed,Normal
1036,1,44013.666666666664,0,In Use,Automatic
1037,1,44013.666666666664,2,Closed,Automatic
1038,1,44013.67013888889,5,In Use,Normal
1039,1,44013.67013888889,0,Idle,Normal
1040,1,44013.67013888889,0,Idle,Automatic
1041,1,44013.67013888889,5,Closed,Normal
1042,1,44013.67013888889,1,In Use,Automatic
1043,1,44013.67013888889,1,Closed,Automatic
1044,1,44013.67361111111,5,In Use,Normal
1045,1,44013.67361111111,0,Idle,Normal
1046,1,44013.67361111111,0,Idle,Automatic
1047,1,44013.67361111111,5,Closed,Normal
1048,1,44013.67361111111,1,In Use,Automatic
1049,1,44013.67361111111,1,Closed,Automatic
1050,1,44013.677083333336,5,In Use,Normal
1051,1,44013.677083333336,0,Idle,Normal
1052,1,44013.677083333336,1,Idle,Automatic
1053,1,44013.677083333336,5,Closed,Normal
1054,1,44013.677083333336,0,In Use,Automatic
1055,1,44013.677083333336,1,Closed,Automatic
1056,1,44013.680555555555,5,In Use,Normal
1057,1,44013.680555555555,0,Idle,Normal
1058,1,44013.680555555555,1,Idle,Automatic
1059,1,44013.680555555555,5,Closed,Normal
1060,1,44013.680555555555,0,In Use,Automatic
1061,1,44013.680555555555,1,Closed,Automatic
1062,1,44013.68402777778,0,In Use,Normal
1063,1,44013.68402777778,0,Idle,Normal
1064,1,44013.68402777778,0,Idle,Automatic
1065,1,44013.68402777778,10,Closed,Normal
1066,1,44013.68402777778,0,In Use,Automatic
1067,1,44013.68402777778,2,Closed,Automatic
1068,1,44013.6875,0,In Use,Normal
1069,1,44013.6875,0,Idle,Normal
1070,1,44013.6875,0,Idle,Automatic
1071,1,44013.6875,10,Closed,Normal
1072,1,44013.6875,0,In Use,Automatic
1073,1,44013.6875,2,Closed,Automatic
1074,1,44013.69097222222,0,In Use,Normal
1075,1,44013.69097222222,0,Idle,Normal
1076,1,44013.69097222222,0,Idle,Automatic
1077,1,44013.69097222222,10,Closed,Normal
1078,1,44013.69097222222,0,In Use,Automatic
1079,1,44013.69097222222,2,Closed,Automatic
1080,1,44013.694444444445,0,In Use,Normal
1081,1,44013.694444444445,0,Idle,Normal
1082,1,44013.694444444445,0,Idle,Automatic
1083,1,44013.694444444445,10,Closed,Normal
1084,1,44013.694444444445,0,In Use,Automatic
1085,1,44013.694444444445,2,Closed,Automatic
1086,1,44013.697916666664,0,In Use,Normal
1087,1,44013.697916666664,0,Idle,Normal
1088,1,44013.697916666664,0,Idle,Automatic
1089,1,44013.697916666664,10,Closed,Normal
1090,1,44013.697916666664,0,In Use,Automatic
1091,1,44013.697916666664,2,Closed,Automatic
1092,1,44013.70138888889,0,In Use,Normal
1093,1,44013.70138888889,0,Idle,Normal
1094,1,44013.70138888889,0,Idle,Automatic
1095,1,44013.70138888889,10,Closed,Normal
1096,1,44013.70138888889,0,In Use,Automatic
1097,1,44013.70138888889,2,Closed,Automatic
1098,1,44013.70486111111,0,In Use,Normal
1099,1,44013.70486111111,0,Idle,Normal
1100,1,44013.70486111111,0,Idle,Automatic
1101,1,44013.70486111111,10,Closed,Normal
1102,1,44013.70486111111,0,In Use,Automatic
1103,1,44013.70486111111,2,Closed,Automatic
1104,1,44013.708333333336,0,In Use,Normal
1105,1,44013.708333333336,0,Idle,Normal
1106,1,44013.708333333336,0,Idle,Automatic
1107,1,44013.708333333336,10,Closed,Normal
1108,1,44013.708333333336,0,In Use,Automatic
1109,1,44013.708333333336,2,Closed,Automatic
1110,1,44013.711805555555,0,In Use,Normal
1111,1,44013.711805555555,0,Idle,Normal
1112,1,44013.711805555555,0,Idle,Automatic
1113,1,44013.711805555555,10,Closed,Normal
1114,1,44013.711805555555,0,In Use,Automatic
1115,1,44013.711805555555,2,Closed,Automatic
1116,1,44013.71527777778,0,In Use,Normal
1117,1,44013.71527777778,0,Idle,Normal
1118,1,44013.71527777778,0,Idle,Automatic
1119,1,44013.71527777778,10,Closed,Normal
1120,1,44013.71527777778,0,In Use,Automatic
1121,1,44013.71527777778,2,Closed,Automatic
1122,1,44013.71875,0,In Use,Normal
1123,1,44013.71875,0,Idle,Normal
1124,1,44013.71875,0,Idle,Automatic
1125,1,44013.71875,10,Closed,Normal
1126,1,44013.71875,0,In Use,Automatic
1127,1,44013.71875,2,Closed,Automatic
1128,1,44013.72222222222,0,In Use,Normal
1129,1,44013.72222222222,0,Idle,Normal
1130,1,44013.72222222222,0,Idle,Automatic
1131,1,44013.72222222222,10,Closed,Normal
1132,1,44013.72222222222,0,In Use,Automatic
1133,1,44013.72222222222,2,Closed,Automatic
1134,1,44013.725694444445,0,In Use,Normal
1135,1,44013.725694444445,0,Idle,Normal
1136,1,44013.725694444445,0,Idle,Automatic
1137,1,44013.725694444445,10,Closed,Normal
1138,1,44013.725694444445,0,In Use,Automatic
1139,1,44013.725694444445,2,Closed,Automatic
1140,1,44013.729166666664,0,In Use,Normal
1141,1,44013.729166666664,0,Idle,Normal
1142,1,44013.729166666664,0,Idle,Automatic
1143,1,44013.729166666664,10,Closed,Normal
1144,1,44013.729166666664,0,In Use,Automatic
1145,1,44013.729166666664,2,Closed,Automatic
1146,1,44013.73263888889,0,In Use,Normal
1147,1,44013.73263888889,0,Idle,Normal
1148,1,44013.73263888889,0,Idle,Automatic
1149,1,44013.73263888889,10,Closed,Normal
1150,1,44013.73263888889,0,In Use,Automatic
1151,1,44013.73263888889,2,Closed,Automatic
1152,1,44013.73611111111,0,In Use,Normal
1153,1,44013.73611111111,0,Idle,Normal
1154,1,44013.73611111111,0,Idle,Automatic
1155,1,44013.73611111111,10,Closed,Normal
1156,1,44013.73611111111,0,In Use,Automatic
1157,1,44013.73611111111,2,Closed,Automatic
1158,1,44013.739583333336,0,In Use,Normal
1159,1,44013.739583333336,0,Idle,Normal
1160,1,44013.739583333336,0,Idle,Automatic
1161,1,44013.739583333336,10,Closed,Normal
1162,1,44013.739583333336,0,In Use,Automatic
1163,1,44013.739583333336,2,Closed,Automatic
1164,1,44013.743055555555,6,In Use,Normal
1165,1,44013.743055555555,0,Idle,Normal
1166,1,44013.743055555555,0,Idle,Automatic
1167,1,44013.743055555555,4,Closed,Normal
1168,1,44013.743055555555,2,In Use,Automatic
1169,1,44013.743055555555,0,Closed,Automatic
1170,1,44013.74652777778,6,In Use,Normal
1171,1,44013.74652777778,0,Idle,Normal
1172,1,44013.74652777778,2,Idle,Automatic
1173,1,44013.74652777778,4,Closed,Normal
1174,1,44013.74652777778,0,In Use,Automatic
1175,1,44013.74652777778,0,Closed,Automatic
1176,1,44013.75,6,In Use,Normal
1177,1,44013.75,0,Idle,Normal
1178,1,44013.75,2,Idle,Automatic
1179,1,44013.75,4,Closed,Normal
1180,1,44013.75,0,In Use,Automatic
1181,1,44013.75,0,Closed,Automatic
1182,1,44013.75347222222,6,In Use,Normal
1183,1,44013.75347222222,0,Idle,Normal
1184,1,44013.75347222222,2,Idle,Automatic
1185,1,44013.75347222222,4,Closed,Normal
1186,1,44013.75347222222,0,In Use,Automatic
1187,1,44013.75347222222,0,Closed,Automatic
1188,1,44013.756944444445,0,In Use,Normal
1189,1,44013.756944444445,0,Idle,Normal
1190,1,44013.756944444445,0,Idle,Automatic
1191,1,44013.756944444445,10,Closed,Normal
1192,1,44013.756944444445,0,In Use,Automatic
1193,1,44013.756944444445,2,Closed,Automatic
1194,1,44013.760416666664,0,In Use,Normal
1195,1,44013.760416666664,0,Idle,Normal
1196,1,44013.760416666664,0,Idle,Automatic
1197,1,44013.760416666664,10,Closed,Normal
1198,1,44013.760416666664,0,In Use,Automatic
1199,1,44013.760416666664,2,Closed,Automatic
1200,1,44013.76388888889,0,In Use,Normal
1201,1,44013.76388888889,0,Idle,Normal
1202,1,44013.76388888889,0,Idle,Automatic
1203,1,44013.76388888889,10,Closed,Normal
1204,1,44013.76388888889,0,In Use,Automatic
1205,1,44013.76388888889,2,Closed,Automatic
1206,1,44013.76736111111,0,In Use,Normal
1207,1,44013.76736111111,0,Idle,Normal
1208,1,44013.76736111111,0,Idle,Automatic
1209,1,44013.76736111111,10,Closed,Normal
1210,1,44013.76736111111,0,In Use,Automatic
1211,1,44013.76736111111,2,Closed,Automatic
1212,1,44013.770833333336,0,In Use,Normal
1213,1,44013.770833333336,0,Idle,Normal
1214,1,44013.770833333336,0,Idle,Automatic
1215,1,44013.770833333336,10,Closed,Normal
1216,1,44013.770833333336,0,In Use,Automatic
1217,1,44013.770833333336,2,Closed,Automatic
1218,1,44013.774305555555,0,In Use,Normal
1219,1,44013.774305555555,0,Idle,Normal
1220,1,44013.774305555555,0,Idle,Automatic
1221,1,44013.774305555555,10,Closed,Normal
1222,1,44013.774305555555,0,In Use,Automatic
1223,1,44013.774305555555,2,Closed,Automatic
1224,1,44013.77777777778,0,In Use,Normal
1225,1,44013.77777777778,0,Idle,Normal
1226,1,44013.77777777778,0,Idle,Automatic
1227,1,44013.77777777778,10,Closed,Normal
1228,1,44013.77777777778,0,In Use,Automatic
1229,1,44013.77777777778,2,Closed,Automatic
1230,1,44013.78125,0,In Use,Normal
1231,1,44013.78125,0,Idle,Normal
1232,1,44013.78125,0,Idle,Automatic
1233,1,44013.78125,10,Closed,Normal
1234,1,44013.78125,0,In Use,Automatic
