,ResultsFK,Time,Time_1,FacilityStates,_ImmigrationType
1235,1,44013.78125,2,Closed,Automatic
1236,1,44013.78472222222,0,In Use,Normal
1237,1,44013.78472222222,0,Idle,Normal
1238,1,44013.78472222222,0,Idle,Automatic
1239,1,44013.78472222222,10,Closed,Normal
1240,1,44013.78472222222,0,In Use,Automatic
1241,1,44013.78472222222,2,Closed,Automatic
1242,1,44013.788194444445,0,In Use,Normal
1243,1,44013.788194444445,0,Idle,Normal
1244,1,44013.788194444445,0,Idle,Automatic
1245,1,44013.788194444445,10,Closed,Normal
1246,1,44013.788194444445,0,In Use,Automatic
1247,1,44013.788194444445,2,Closed,Automatic
1248,1,44013.791666666664,0,In Use,Normal
1249,1,44013.791666666664,0,Idle,Normal
1250,1,44013.791666666664,0,Idle,Automatic
1251,1,44013.791666666664,10,Closed,Normal
1252,1,44013.791666666664,0,In Use,Automatic
1253,1,44013.791666666664,2,Closed,Automatic
1254,1,44013.79513888889,0,In Use,Normal
1255,1,44013.79513888889,0,Idle,Normal
1256,1,44013.79513888889,0,Idle,Automatic
1257,1,44013.79513888889,10,Closed,Normal
1258,1,44013.79513888889,0,In Use,Automatic
1259,1,44013.79513888889,2,Closed,Automatic
1260,1,44013.79861111111,0,In Use,Normal
1261,1,44013.79861111111,0,Idle,Normal
1262,1,44013.79861111111,0,Idle,Automatic
1263,1,44013.79861111111,10,Closed,Normal
1264,1,44013.79861111111,0,In Use,Automatic
1265,1,44013.79861111111,2,Closed,Automatic
1266,1,44013.802083333336,0,In Use,Normal
1267,1,44013.802083333336,0,Idle,Normal
1268,1,44013.802083333336,0,Idle,Automatic
1269,1,44013.802083333336,10,Closed,Normal
1270,1,44013.802083333336,0,In Use,Automatic
1271,1,44013.802083333336,2,Closed,Automatic
1272,1,44013.805555555555,0,In Use,Normal
1273,1,44013.805555555555,0,Idle,Normal
1274,1,44013.805555555555,0,Idle,Automatic
1275,1,44013.805555555555,10,Closed,Normal
1276,1,44013.805555555555,0,In Use,Automatic
1277,1,44013.805555555555,2,Closed,Automatic
1278,1,44013.80902777778,0,In Use,Normal
1279,1,44013.80902777778,0,Idle,Normal
1280,1,44013.80902777778,0,Idle,Automatic
1281,1,44013.80902777778,10,Closed,Normal
1282,1,44013.80902777778,0,In Use,Automatic
1283,1,44013.80902777778,2,Closed,Automatic
1284,1,44013.8125,0,In Use,Normal
1285,1,44013.8125,0,Idle,Normal
1286,1,44013.8125,0,Idle,Automatic
1287,1,44013.8125,10,Closed,Normal
1288,1,44013.8125,0,In Use,Automatic
1289,1,44013.8125,2,Closed,Automatic
1290,1,44013.81597222222,0,In Use,Normal
1291,1,44013.81597222222,0,Idle,Normal
1292,1,44013.81597222222,0,Idle,Automatic
1293,1,44013.81597222222,10,Closed,Normal
1294,1,44013.81597222222,0,In Use,Automatic
1295,1,44013.81597222222,2,Closed,Automatic
1296,1,44013.819444444445,0,In Use,Normal
1297,1,44013.819444444445,0,Idle,Normal
1298,1,44013.819444444445,0,Idle,Automatic
1299,1,44013.819444444445,10,Closed,Normal
1300,1,44013.819444444445,0,In Use,Automatic
1301,1,44013.819444444445,2,Closed,Automatic
1302,1,44013.822916666664,0,In Use,Normal
1303,1,44013.822916666664,0,Idle,Normal
1304,1,44013.822916666664,0,Idle,Automatic
1305,1,44013.822916666664,10,Closed,Normal
1306,1,44013.822916666664,0,In Use,Automatic
1307,1,44013.822916666664,2,Closed,Automatic
1308,1,44013.82638888889,4,In Use,Normal
1309,1,44013.82638888889,0,Idle,Normal
1310,1,44013.82638888889,0,Idle,Automatic
1311,1,44013.82638888889,6,Closed,Normal
1312,1,44013.82638888889,1,In Use,Automatic
1313,1,44013.82638888889,1,Closed,Automatic
1314,1,44013.82986111111,4,In Use,Normal
1315,1,44013.82986111111,0,Idle,Normal
1316,1,44013.82986111111,0,Idle,Automatic
1317,1,44013.82986111111,6,Closed,Normal
1318,1,44013.82986111111,1,In Use,Automatic
1319,1,44013.82986111111,1,Closed,Automatic
1320,1,44013.833333333336,4,In Use,Normal
1321,1,44013.833333333336,0,Idle,Normal
1322,1,44013.833333333336,1,Idle,Automatic
1323,1,44013.833333333336,6,Closed,Normal
1324,1,44013.833333333336,0,In Use,Automatic
1325,1,44013.833333333336,1,Closed,Automatic
1326,1,44013.836805555555,4,In Use,Normal
1327,1,44013.836805555555,0,Idle,Normal
1328,1,44013.836805555555,1,Idle,Automatic
1329,1,44013.836805555555,6,Closed,Normal
1330,1,44013.836805555555,0,In Use,Automatic
1331,1,44013.836805555555,1,Closed,Automatic
1332,1,44013.84027777778,0,In Use,Normal
1333,1,44013.84027777778,0,Idle,Normal
1334,1,44013.84027777778,0,Idle,Automatic
1335,1,44013.84027777778,10,Closed,Normal
1336,1,44013.84027777778,0,In Use,Automatic
1337,1,44013.84027777778,2,Closed,Automatic
1338,1,44013.84375,0,In Use,Normal
1339,1,44013.84375,0,Idle,Normal
1340,1,44013.84375,0,Idle,Automatic
1341,1,44013.84375,10,Closed,Normal
1342,1,44013.84375,0,In Use,Automatic
1343,1,44013.84375,2,Closed,Automatic
1344,1,44013.84722222222,0,In Use,Normal
1345,1,44013.84722222222,0,Idle,Normal
1346,1,44013.84722222222,0,Idle,Automatic
1347,1,44013.84722222222,10,Closed,Normal
1348,1,44013.84722222222,0,In Use,Automatic
1349,1,44013.84722222222,2,Closed,Automatic
1350,1,44013.850694444445,0,In Use,Normal
1351,1,44013.850694444445,0,Idle,Normal
1352,1,44013.850694444445,0,Idle,Automatic
1353,1,44013.850694444445,10,Closed,Normal
1354,1,44013.850694444445,0,In Use,Automatic
1355,1,44013.850694444445,2,Closed,Automatic
1356,1,44013.854166666664,0,In Use,Normal
1357,1,44013.854166666664,0,Idle,Normal
1358,1,44013.854166666664,0,Idle,Automatic
1359,1,44013.854166666664,10,Closed,Normal
1360,1,44013.854166666664,0,In Use,Automatic
1361,1,44013.854166666664,2,Closed,Automatic
1362,1,44013.85763888889,0,In Use,Normal
1363,1,44013.85763888889,0,Idle,Normal
1364,1,44013.85763888889,0,Idle,Automatic
1365,1,44013.85763888889,10,Closed,Normal
1366,1,44013.85763888889,0,In Use,Automatic
1367,1,44013.85763888889,2,Closed,Automatic
1368,1,44013.86111111111,0,In Use,Normal
1369,1,44013.86111111111,0,Idle,Normal
1370,1,44013.86111111111,0,Idle,Automatic
1371,1,44013.86111111111,10,Closed,Normal
1372,1,44013.86111111111,0,In Use,Automatic
1373,1,44013.86111111111,2,Closed,Automatic
1374,1,44013.864583333336,0,In Use,Normal
1375,1,44013.864583333336,0,Idle,Normal
1376,1,44013.864583333336,0,Idle,Automatic
1377,1,44013.864583333336,10,Closed,Normal
1378,1,44013.864583333336,0,In Use,Automatic
1379,1,44013.864583333336,2,Closed,Automatic
1380,1,44013.868055555555,0,In Use,Normal
1381,1,44013.868055555555,0,Idle,Normal
1382,1,44013.868055555555,0,Idle,Automatic
1383,1,44013.868055555555,10,Closed,Normal
1384,1,44013.868055555555,0,In Use,Automatic
1385,1,44013.868055555555,2,Closed,Automatic
1386,1,44013.87152777778,0,In Use,Normal
1387,1,44013.87152777778,0,Idle,Normal
1388,1,44013.87152777778,0,Idle,Automatic
1389,1,44013.87152777778,10,Closed,Normal
1390,1,44013.87152777778,0,In Use,Automatic
1391,1,44013.87152777778,2,Closed,Automatic
1392,1,44013.875,0,In Use,Normal
1393,1,44013.875,0,Idle,Normal
1394,1,44013.875,0,Idle,Automatic
1395,1,44013.875,10,Closed,Normal
1396,1,44013.875,0,In Use,Automatic
1397,1,44013.875,2,Closed,Automatic
1398,1,44013.87847222222,0,In Use,Normal
1399,1,44013.87847222222,0,Idle,Normal
1400,1,44013.87847222222,0,Idle,Automatic
1401,1,44013.87847222222,10,Closed,Normal
1402,1,44013.87847222222,0,In Use,Automatic
1403,1,44013.87847222222,2,Closed,Automatic
1404,1,44013.881944444445,0,In Use,Normal
1405,1,44013.881944444445,0,Idle,Normal
1406,1,44013.881944444445,0,Idle,Automatic
1407,1,44013.881944444445,10,Closed,Normal
1408,1,44013.881944444445,0,In Use,Automatic
1409,1,44013.881944444445,2,Closed,Automatic
1410,1,44013.885416666664,0,In Use,Normal
1411,1,44013.885416666664,0,Idle,Normal
1412,1,44013.885416666664,0,Idle,Automatic
1413,1,44013.885416666664,10,Closed,Normal
1414,1,44013.885416666664,0,In Use,Automatic
1415,1,44013.885416666664,2,Closed,Automatic
1416,1,44013.88888888889,0,In Use,Normal
1417,1,44013.88888888889,0,Idle,Normal
1418,1,44013.88888888889,0,Idle,Automatic
1419,1,44013.88888888889,10,Closed,Normal
1420,1,44013.88888888889,0,In Use,Automatic
1421,1,44013.88888888889,2,Closed,Automatic
1422,1,44013.89236111111,0,In Use,Normal
1423,1,44013.89236111111,0,Idle,Normal
1424,1,44013.89236111111,0,Idle,Automatic
1425,1,44013.89236111111,10,Closed,Normal
1426,1,44013.89236111111,0,In Use,Automatic
1427,1,44013.89236111111,2,Closed,Automatic
1428,1,44013.895833333336,0,In Use,Normal
1429,1,44013.895833333336,0,Idle,Normal
1430,1,44013.895833333336,0,Idle,Automatic
1431,1,44013.895833333336,10,Closed,Normal
1432,1,44013.895833333336,0,In Use,Automatic
1433,1,44013.895833333336,2,Closed,Automatic
1434,1,44013.899305555555,0,In Use,Normal
1435,1,44013.899305555555,0,Idle,Normal
1436,1,44013.899305555555,0,Idle,Automatic
1437,1,44013.899305555555,10,Closed,Normal
1438,1,44013.899305555555,0,In Use,Automatic
1439,1,44013.899305555555,2,Closed,Automatic
1440,1,44013.90277777778,0,In Use,Normal
1441,1,44013.90277777778,0,Idle,Normal
1442,1,44013.90277777778,0,Idle,Automatic
1443,1,44013.90277777778,10,Closed,Normal
1444,1,44013.90277777778,0,In Use,Automatic
1445,1,44013.90277777778,2,Closed,Automatic
1446,1,44013.90625,0,In Use,Normal
1447,1,44013.90625,0,Idle,Normal
1448,1,44013.90625,0,Idle,Automatic
1449,1,44013.90625,10,Closed,Normal
1450,1,44013.90625,0,In Use,Automatic
1451,1,44013.90625,2,Closed,Automatic
1452,1,44013.90972222222,0,In Use,Normal
1453,1,44013.90972222222,0,Idle,Normal
1454,1,44013.90972222222,0,Idle,Automatic
1455,1,44013.90972222222,10,Closed,Normal
1456,1,44013.90972222222,0,In Use,Automatic
1457,1,44013.90972222222,2,Closed,Automatic
1458,1,44013.913194444445,0,In Use,Normal
1459,1,44013.913194444445,0,Idle,Normal
1460,1,44013.913194444445,0,Idle,Automatic
1461,1,44013.913194444445,10,Closed,Normal
1462,1,44013.913194444445,0,In Use,Automatic
1463,1,44013.913194444445,2,Closed,Automatic
1464,1,44013.916666666664,0,In Use,Normal
1465,1,44013.916666666664,0,Idle,Normal
1466,1,44013.916666666664,0,Idle,Automatic
1467,1,44013.916666666664,10,Closed,Normal
1468,1,44013.916666666664,0,In Use,Automatic
1469,1,44013.916666666664,2,Closed,Automatic
1470,1,44013.92013888889,0,In Use,Normal
1471,1,44013.92013888889,0,Idle,Normal
1472,1,44013.92013888889,0,Idle,Automatic
1473,1,44013.92013888889,10,Closed,Normal
1474,1,44013.92013888889,0,In Use,Automatic
1475,1,44013.92013888889,2,Closed,Automatic
1476,1,44013.92361111111,0,In Use,Normal
1477,1,44013.92361111111,0,Idle,Normal
1478,1,44013.92361111111,0,Idle,Automatic
1479,1,44013.92361111111,10,Closed,Normal
1480,1,44013.92361111111,0,In Use,Automatic
1481,1,44013.92361111111,2,Closed,Automatic
1482,1,44013.927083333336,0,In Use,Normal
1483,1,44013.927083333336,0,Idle,Normal
1484,1,44013.927083333336,0,Idle,Automatic
1485,1,44013.927083333336,10,Closed,Normal
1486,1,44013.927083333336,0,In Use,Automatic
1487,1,44013.927083333336,2,Closed,Automatic
1488,1,44013.930555555555,0,In Use,Normal
1489,1,44013.930555555555,0,Idle,Normal
1490,1,44013.930555555555,0,Idle,Automatic
1491,1,44013.930555555555,10,Closed,Normal
1492,1,44013.930555555555,0,In Use,Automatic
1493,1,44013.930555555555,2,Closed,Automatic
1494,1,44013.93402777778,0,In Use,Normal
1495,1,44013.93402777778,0,Idle,Normal
1496,1,44013.93402777778,0,Idle,Automatic
1497,1,44013.93402777778,10,Closed,Normal
1498,1,44013.93402777778,0,In Use,Automatic
1499,1,44013.93402777778,2,Closed,Automatic
1500,1,44013.9375,0,In Use,Normal
1501,1,44013.9375,0,Idle,Normal
1502,1,44013.9375,0,Idle,Automatic
1503,1,44013.9375,10,Closed,Normal
1504,1,44013.9375,0,In Use,Automatic
1505,1,44013.9375,2,Closed,Automatic
1506,1,44013.94097222222,5,In Use,Normal
1507,1,44013.94097222222,0,Idle,Normal
1508,1,44013.94097222222,0,Idle,Automatic
1509,1,44013.94097222222,5,Closed,Normal
1510,1,44013.94097222222,2,In Use,Automatic
1511,1,44013.94097222222,0,Closed,Automatic
1512,1,44013.944444444445,5,In Use,Normal
1513,1,44013.944444444445,0,Idle,Normal
1514,1,44013.944444444445,0,Idle,Automatic
1515,1,44013.944444444445,5,Closed,Normal
1516,1,44013.944444444445,2,In Use,Automatic
1517,1,44013.944444444445,0,Closed,Automatic
1518,1,44013.947916666664,5,In Use,Normal
1519,1,44013.947916666664,0,Idle,Normal
1520,1,44013.947916666664,2,Idle,Automatic
1521,1,44013.947916666664,5,Closed,Normal
1522,1,44013.947916666664,0,In Use,Automatic
1523,1,44013.947916666664,0,Closed,Automatic
1524,1,44013.95138888889,5,In Use,Normal
1525,1,44013.95138888889,0,Idle,Normal
1526,1,44013.95138888889,2,Idle,Automatic
1527,1,44013.95138888889,5,Closed,Normal
1528,1,44013.95138888889,0,In Use,Automatic
1529,1,44013.95138888889,0,Closed,Automatic
1530,1,44013.95486111111,0,In Use,Normal
1531,1,44013.95486111111,0,Idle,Normal
1532,1,44013.95486111111,0,Idle,Automatic
1533,1,44013.95486111111,10,Closed,Normal
1534,1,44013.95486111111,0,In Use,Automatic
1535,1,44013.95486111111,2,Closed,Automatic
