ResultsFK,Time,TStartWait_TFinish,CustomColumnID_Assignments_T1_AssignmentBegin__CustomColumnID_Assignments_T2_AssignmentEnd_,BlockIDResourceID,_ImmigrationType
1,44013.29513888889,,,L0 Immigration Control 1_Normal_02,Normal
1,44013.29513888889,,,L0 Immigration Control 1_Normal_07,Normal
1,44013.29513888889,,,L0 Immigration Control 1_Normal_09,Normal
1,44013.29861111111,,,L0 Immigration Control 1_Automatic_2,Automatic
1,44013.29861111111,,,L0 Immigration Control 1_Normal_06,Normal
1,44013.29861111111,,,L0 Immigration Control 1_Normal_10,Normal
1,44013.29861111111,,,L0 Immigration Control 1_Normal_05,Normal
1,44013.29861111111,,,L0 Immigration Control 1_Normal_08,Normal
1,44013.29861111111,,,L0 Immigration Control 1_Normal_04,Normal
1,44013.29861111111,,,L0 Immigration Control 1_Automatic_1,Automatic
1,44013.29861111111,,,L0 Immigration Control 1_Normal_03,Normal
1,44013.29861111111,,,L0 Immigration Control 1_Normal_01,Normal
1,44013.29861111111,,,L0 Immigration Control 1_Normal_02,Normal
1,44013.29861111111,,,L0 Immigration Control 1_Normal_07,Normal
1,44013.29861111111,,,L0 Immigration Control 1_Normal_09,Normal
1,44013.302083333336,,,L0 Immigration Control 1_Automatic_2,Automatic
1,44013.302083333336,,,L0 Immigration Control 1_Normal_06,Normal
1,44013.302083333336,,,L0 Immigration Control 1_Normal_10,Normal
1,44013.302083333336,,,L0 Immigration Control 1_Normal_05,Normal
1,44013.302083333336,,,L0 Immigration Control 1_Normal_08,Normal
1,44013.302083333336,,,L0 Immigration Control 1_Normal_04,Normal
1,44013.302083333336,,,L0 Immigration Control 1_Automatic_1,Automatic
1,44013.302083333336,,,L0 Immigration Control 1_Normal_03,Normal
1,44013.302083333336,,,L0 Immigration Control 1_Normal_01,Normal
1,44013.302083333336,,,L0 Immigration Control 1_Normal_02,Normal
1,44013.302083333336,,,L0 Immigration Control 1_Normal_07,Normal
1,44013.302083333336,,,L0 Immigration Control 1_Normal_09,Normal
1,44013.305555555555,,,L0 Immigration Control 1_Automatic_2,Automatic
1,44013.305555555555,,,L0 Immigration Control 1_Normal_06,Normal
1,44013.305555555555,,,L0 Immigration Control 1_Normal_10,Normal
1,44013.305555555555,,,L0 Immigration Control 1_Normal_05,Normal
1,44013.305555555555,,,L0 Immigration Control 1_Normal_08,Normal
1,44013.305555555555,,,L0 Immigration Control 1_Normal_04,Normal
1,44013.305555555555,,,L0 Immigration Control 1_Automatic_1,Automatic
1,44013.305555555555,,,L0 Immigration Control 1_Normal_03,Normal
1,44013.305555555555,,,L0 Immigration Control 1_Normal_01,Normal
1,44013.305555555555,,,L0 Immigration Control 1_Normal_02,Normal
1,44013.305555555555,,,L0 Immigration Control 1_Normal_07,Normal
1,44013.305555555555,,,L0 Immigration Control 1_Normal_09,Normal
1,44013.30902777778,,,L0 Immigration Control 1_Automatic_2,Automatic
1,44013.30902777778,,,L0 Immigration Control 1_Normal_06,Normal
1,44013.30902777778,,,L0 Immigration Control 1_Normal_10,Normal
1,44013.30902777778,,,L0 Immigration Control 1_Normal_05,Normal
1,44013.30902777778,,,L0 Immigration Control 1_Normal_08,Normal
1,44013.30902777778,,,L0 Immigration Control 1_Normal_04,Normal
1,44013.30902777778,,,L0 Immigration Control 1_Automatic_1,Automatic
1,44013.30902777778,,,L0 Immigration Control 1_Normal_03,Normal
1,44013.30902777778,,,L0 Immigration Control 1_Normal_01,Normal
1,44013.30902777778,,,L0 Immigration Control 1_Normal_02,Normal
1,44013.30902777778,,,L0 Immigration Control 1_Normal_07,Normal
1,44013.30902777778,,,L0 Immigration Control 1_Normal_09,Normal
1,44013.3125,,,L0 Immigration Control 1_Automatic_2,Automatic
1,44013.3125,,,L0 Immigration Control 1_Normal_06,Normal
1,44013.3125,,,L0 Immigration Control 1_Normal_10,Normal
1,44013.3125,,,L0 Immigration Control 1_Normal_05,Normal
1,44013.3125,,,L0 Immigration Control 1_Normal_08,Normal
1,44013.3125,,,L0 Immigration Control 1_Normal_04,Normal
1,44013.3125,,,L0 Immigration Control 1_Automatic_1,Automatic
1,44013.3125,,,L0 Immigration Control 1_Normal_03,Normal
1,44013.3125,,,L0 Immigration Control 1_Normal_01,Normal
1,44013.3125,,,L0 Immigration Control 1_Normal_02,Normal
1,44013.3125,,,L0 Immigration Control 1_Normal_07,Normal
1,44013.3125,,,L0 Immigration Control 1_Normal_09,Normal
1,44013.31597222222,,,L0 Immigration Control 1_Automatic_2,Automatic
1,44013.31597222222,,,L0 Immigration Control 1_Normal_06,Normal
1,44013.31597222222,,,L0 Immigration Control 1_Normal_10,Normal
1,44013.31597222222,,,L0 Immigration Control 1_Normal_05,Normal
1,44013.31597222222,,,L0 Immigration Control 1_Normal_08,Normal
1,44013.31597222222,,,L0 Immigration Control 1_Normal_04,Normal
1,44013.31597222222,,,L0 Immigration Control 1_Automatic_1,Automatic
1,44013.31597222222,,,L0 Immigration Control 1_Normal_03,Normal
1,44013.31597222222,,,L0 Immigration Control 1_Normal_01,Normal
1,44013.31597222222,,,L0 Immigration Control 1_Normal_02,Normal
1,44013.31597222222,,,L0 Immigration Control 1_Normal_07,Normal
1,44013.31597222222,,,L0 Immigration Control 1_Normal_09,Normal
1,44013.319444444445,,,L0 Immigration Control 1_Automatic_2,Automatic
1,44013.319444444445,,,L0 Immigration Control 1_Normal_06,Normal
1,44013.319444444445,,,L0 Immigration Control 1_Normal_10,Normal
1,44013.319444444445,,,L0 Immigration Control 1_Normal_05,Normal
1,44013.319444444445,,,L0 Immigration Control 1_Normal_08,Normal
1,44013.319444444445,,,L0 Immigration Control 1_Normal_04,Normal
1,44013.319444444445,,,L0 Immigration Control 1_Automatic_1,Automatic
1,44013.319444444445,,,L0 Immigration Control 1_Normal_03,Normal
1,44013.319444444445,,,L0 Immigration Control 1_Normal_01,Normal
1,44013.319444444445,,,L0 Immigration Control 1_Normal_02,Normal
1,44013.319444444445,,,L0 Immigration Control 1_Normal_07,Normal
1,44013.319444444445,,,L0 Immigration Control 1_Normal_09,Normal
1,44013.322916666664,,,L0 Immigration Control 1_Automatic_2,Automatic
1,44013.322916666664,,,L0 Immigration Control 1_Normal_06,Normal
1,44013.322916666664,,,L0 Immigration Control 1_Normal_10,Normal
1,44013.322916666664,,,L0 Immigration Control 1_Normal_05,Normal
1,44013.322916666664,,,L0 Immigration Control 1_Normal_08,Normal
1,44013.322916666664,,,L0 Immigration Control 1_Normal_04,Normal
1,44013.322916666664,,,L0 Immigration Control 1_Automatic_1,Automatic
1,44013.322916666664,,,L0 Immigration Control 1_Normal_03,Normal
1,44013.322916666664,,,L0 Immigration Control 1_Normal_01,Normal
1,44013.322916666664,,,L0 Immigration Control 1_Normal_02,Normal
1,44013.322916666664,,,L0 Immigration Control 1_Normal_07,Normal
1,44013.322916666664,,,L0 Immigration Control 1_Normal_09,Normal
1,44013.32638888889,,,L0 Immigration Control 1_Automatic_2,Automatic
1,44013.32638888889,,,L0 Immigration Control 1_Normal_06,Normal
1,44013.32638888889,,,L0 Immigration Control 1_Normal_10,Normal
1,44013.32638888889,,,L0 Immigration Control 1_Normal_05,Normal
1,44013.32638888889,,,L0 Immigration Control 1_Normal_08,Normal
1,44013.32638888889,,,L0 Immigration Control 1_Normal_04,Normal
1,44013.32638888889,,,L0 Immigration Control 1_Automatic_1,Automatic
1,44013.32638888889,,,L0 Immigration Control 1_Normal_03,Normal
1,44013.32638888889,,,L0 Immigration Control 1_Normal_01,Normal
1,44013.32638888889,,,L0 Immigration Control 1_Normal_02,Normal
1,44013.32638888889,,,L0 Immigration Control 1_Normal_07,Normal
1,44013.32638888889,,,L0 Immigration Control 1_Normal_09,Normal
1,44013.32986111111,,,L0 Immigration Control 1_Automatic_2,Automatic
1,44013.32986111111,,,L0 Immigration Control 1_Normal_06,Normal
1,44013.32986111111,,,L0 Immigration Control 1_Normal_10,Normal
1,44013.32986111111,,,L0 Immigration Control 1_Normal_05,Normal
1,44013.32986111111,,,L0 Immigration Control 1_Normal_08,Normal
1,44013.32986111111,,,L0 Immigration Control 1_Normal_04,Normal
1,44013.32986111111,,,L0 Immigration Control 1_Automatic_1,Automatic
1,44013.32986111111,,,L0 Immigration Control 1_Normal_03,Normal
1,44013.32986111111,,,L0 Immigration Control 1_Normal_01,Normal
1,44013.32986111111,,,L0 Immigration Control 1_Normal_02,Normal
1,44013.32986111111,,,L0 Immigration Control 1_Normal_07,Normal
1,44013.32986111111,,,L0 Immigration Control 1_Normal_09,Normal
1,44013.333333333336,,,L0 Immigration Control 1_Automatic_2,Automatic
1,44013.333333333336,,,L0 Immigration Control 1_Normal_06,Normal
1,44013.333333333336,,,L0 Immigration Control 1_Normal_10,Normal
1,44013.333333333336,,,L0 Immigration Control 1_Normal_05,Normal
1,44013.333333333336,,,L0 Immigration Control 1_Normal_08,Normal
1,44013.333333333336,,,L0 Immigration Control 1_Normal_04,Normal
1,44013.333333333336,,,L0 Immigration Control 1_Automatic_1,Automatic
1,44013.333333333336,,,L0 Immigration Control 1_Normal_03,Normal
1,44013.333333333336,,,L0 Immigration Control 1_Normal_01,Normal
1,44013.333333333336,,,L0 Immigration Control 1_Normal_02,Normal
1,44013.333333333336,,,L0 Immigration Control 1_Normal_07,Normal
1,44013.333333333336,,,L0 Immigration Control 1_Normal_09,Normal
1,44013.336805555555,,,L0 Immigration Control 1_Automatic_2,Automatic
1,44013.336805555555,,,L0 Immigration Control 1_Normal_06,Normal
1,44013.336805555555,,,L0 Immigration Control 1_Normal_10,Normal
1,44013.336805555555,,,L0 Immigration Control 1_Normal_05,Normal
1,44013.336805555555,,,L0 Immigration Control 1_Normal_08,Normal
1,44013.336805555555,,,L0 Immigration Control 1_Normal_04,Normal
1,44013.336805555555,,,L0 Immigration Control 1_Automatic_1,Automatic
1,44013.336805555555,,,L0 Immigration Control 1_Normal_03,Normal
1,44013.336805555555,,,L0 Immigration Control 1_Normal_01,Normal
1,44013.336805555555,,,L0 Immigration Control 1_Normal_02,Normal
1,44013.336805555555,,,L0 Immigration Control 1_Normal_07,Normal
1,44013.336805555555,,,L0 Immigration Control 1_Normal_09,Normal
1,44013.34027777778,,,L0 Immigration Control 1_Automatic_2,Automatic
1,44013.34027777778,,,L0 Immigration Control 1_Normal_06,Normal
1,44013.34027777778,,,L0 Immigration Control 1_Normal_10,Normal
1,44013.34027777778,,,L0 Immigration Control 1_Normal_05,Normal
1,44013.34027777778,,,L0 Immigration Control 1_Normal_08,Normal
1,44013.34027777778,,,L0 Immigration Control 1_Normal_04,Normal
1,44013.34027777778,,,L0 Immigration Control 1_Automatic_1,Automatic
1,44013.34027777778,,,L0 Immigration Control 1_Normal_03,Normal
1,44013.34027777778,,,L0 Immigration Control 1_Normal_01,Normal
1,44013.34027777778,,,L0 Immigration Control 1_Normal_02,Normal
1,44013.34027777778,,,L0 Immigration Control 1_Normal_07,Normal
1,44013.34027777778,,,L0 Immigration Control 1_Normal_09,Normal
1,44013.34375,,,L0 Immigration Control 1_Automatic_2,Automatic
1,44013.34375,,,L0 Immigration Control 1_Normal_06,Normal
1,44013.34375,,,L0 Immigration Control 1_Normal_10,Normal
1,44013.34375,,,L0 Immigration Control 1_Normal_05,Normal
1,44013.34375,,,L0 Immigration Control 1_Normal_08,Normal
1,44013.34375,,,L0 Immigration Control 1_Normal_04,Normal
1,44013.34375,,,L0 Immigration Control 1_Automatic_1,Automatic
1,44013.34375,,,L0 Immigration Control 1_Normal_03,Normal
1,44013.34375,,,L0 Immigration Control 1_Normal_01,Normal
1,44013.34375,,,L0 Immigration Control 1_Normal_02,Normal
1,44013.34375,,,L0 Immigration Control 1_Normal_07,Normal
1,44013.34375,,,L0 Immigration Control 1_Normal_09,Normal
1,44013.34722222222,,,L0 Immigration Control 1_Automatic_2,Automatic
1,44013.34722222222,,,L0 Immigration Control 1_Normal_06,Normal
1,44013.34722222222,,,L0 Immigration Control 1_Normal_10,Normal
1,44013.34722222222,,,L0 Immigration Control 1_Normal_05,Normal
1,44013.34722222222,,,L0 Immigration Control 1_Normal_08,Normal
1,44013.34722222222,,,L0 Immigration Control 1_Normal_04,Normal
1,44013.34722222222,,,L0 Immigration Control 1_Automatic_1,Automatic
1,44013.34722222222,,,L0 Immigration Control 1_Normal_03,Normal
1,44013.34722222222,,,L0 Immigration Control 1_Normal_01,Normal
1,44013.34722222222,,,L0 Immigration Control 1_Normal_02,Normal
1,44013.34722222222,,,L0 Immigration Control 1_Normal_07,Normal
1,44013.34722222222,,,L0 Immigration Control 1_Normal_09,Normal
1,44013.350694444445,,,L0 Immigration Control 1_Automatic_2,Automatic
1,44013.350694444445,,,L0 Immigration Control 1_Normal_06,Normal
1,44013.350694444445,,,L0 Immigration Control 1_Normal_10,Normal
1,44013.350694444445,,,L0 Immigration Control 1_Normal_05,Normal
1,44013.350694444445,,,L0 Immigration Control 1_Normal_08,Normal
1,44013.350694444445,,,L0 Immigration Control 1_Normal_04,Normal
1,44013.350694444445,,,L0 Immigration Control 1_Automatic_1,Automatic
1,44013.350694444445,,,L0 Immigration Control 1_Normal_03,Normal
1,44013.350694444445,,,L0 Immigration Control 1_Normal_01,Normal
1,44013.350694444445,,,L0 Immigration Control 1_Normal_02,Normal
1,44013.350694444445,,,L0 Immigration Control 1_Normal_07,Normal
1,44013.350694444445,,,L0 Immigration Control 1_Normal_09,Normal
1,44013.354166666664,,,L0 Immigration Control 1_Automatic_2,Automatic
1,44013.354166666664,,,L0 Immigration Control 1_Normal_06,Normal
1,44013.354166666664,,,L0 Immigration Control 1_Normal_10,Normal
1,44013.354166666664,,,L0 Immigration Control 1_Normal_05,Normal
1,44013.354166666664,,,L0 Immigration Control 1_Normal_08,Normal
1,44013.354166666664,,,L0 Immigration Control 1_Normal_04,Normal
1,44013.354166666664,,,L0 Immigration Control 1_Automatic_1,Automatic
1,44013.354166666664,,,L0 Immigration Control 1_Normal_03,Normal
1,44013.354166666664,,,L0 Immigration Control 1_Normal_01,Normal
1,44013.354166666664,,,L0 Immigration Control 1_Normal_02,Normal
1,44013.354166666664,,,L0 Immigration Control 1_Normal_07,Normal
1,44013.354166666664,,,L0 Immigration Control 1_Normal_09,Normal
1,44013.35763888889,,,L0 Immigration Control 1_Automatic_2,Automatic
1,44013.35763888889,,,L0 Immigration Control 1_Normal_06,Normal
1,44013.35763888889,,,L0 Immigration Control 1_Normal_10,Normal
1,44013.35763888889,,,L0 Immigration Control 1_Normal_05,Normal
1,44013.35763888889,,,L0 Immigration Control 1_Normal_08,Normal
1,44013.35763888889,,,L0 Immigration Control 1_Normal_04,Normal
1,44013.35763888889,,,L0 Immigration Control 1_Automatic_1,Automatic
1,44013.35763888889,,,L0 Immigration Control 1_Normal_03,Normal
1,44013.35763888889,,,L0 Immigration Control 1_Normal_01,Normal
1,44013.35763888889,,,L0 Immigration Control 1_Normal_02,Normal
1,44013.35763888889,,,L0 Immigration Control 1_Normal_07,Normal
1,44013.35763888889,,,L0 Immigration Control 1_Normal_09,Normal
1,44013.36111111111,,,L0 Immigration Control 1_Automatic_2,Automatic
1,44013.36111111111,,,L0 Immigration Control 1_Normal_06,Normal
1,44013.36111111111,,,L0 Immigration Control 1_Normal_10,Normal
1,44013.36111111111,,,L0 Immigration Control 1_Normal_05,Normal
1,44013.36111111111,,,L0 Immigration Control 1_Normal_08,Normal
1,44013.36111111111,,,L0 Immigration Control 1_Normal_04,Normal
1,44013.36111111111,,,L0 Immigration Control 1_Automatic_1,Automatic
1,44013.36111111111,,,L0 Immigration Control 1_Normal_03,Normal
1,44013.36111111111,,,L0 Immigration Control 1_Normal_01,Normal
1,44013.36111111111,,,L0 Immigration Control 1_Normal_02,Normal
1,44013.36111111111,,,L0 Immigration Control 1_Normal_07,Normal
1,44013.36111111111,,,L0 Immigration Control 1_Normal_09,Normal
1,44013.364583333336,,,L0 Immigration Control 1_Automatic_2,Automatic
1,44013.364583333336,,,L0 Immigration Control 1_Normal_06,Normal
1,44013.364583333336,,,L0 Immigration Control 1_Normal_10,Normal
1,44013.364583333336,,,L0 Immigration Control 1_Normal_05,Normal
1,44013.364583333336,,,L0 Immigration Control 1_Normal_08,Normal
1,44013.364583333336,,,L0 Immigration Control 1_Normal_04,Normal
1,44013.364583333336,,,L0 Immigration Control 1_Automatic_1,Automatic
1,44013.364583333336,,,L0 Immigration Control 1_Normal_03,Normal
1,44013.364583333336,,,L0 Immigration Control 1_Normal_01,Normal
1,44013.364583333336,,,L0 Immigration Control 1_Normal_02,Normal
1,44013.364583333336,,,L0 Immigration Control 1_Normal_07,Normal
1,44013.364583333336,,,L0 Immigration Control 1_Normal_09,Normal
1,44013.368055555555,,,L0 Immigration Control 1_Automatic_2,Automatic
1,44013.368055555555,,,L0 Immigration Control 1_Normal_06,Normal
1,44013.368055555555,,,L0 Immigration Control 1_Normal_10,Normal
1,44013.368055555555,,,L0 Immigration Control 1_Normal_05,Normal
1,44013.368055555555,,,L0 Immigration Control 1_Normal_08,Normal
1,44013.368055555555,,,L0 Immigration Control 1_Normal_04,Normal
1,44013.368055555555,,,L0 Immigration Control 1_Automatic_1,Automatic
1,44013.368055555555,,,L0 Immigration Control 1_Normal_03,Normal
1,44013.368055555555,,,L0 Immigration Control 1_Normal_01,Normal
1,44013.368055555555,,,L0 Immigration Control 1_Normal_02,Normal
1,44013.368055555555,,,L0 Immigration Control 1_Normal_07,Normal
1,44013.368055555555,,,L0 Immigration Control 1_Normal_09,Normal
1,44013.37152777778,,,L0 Immigration Control 1_Automatic_2,Automatic
1,44013.37152777778,,,L0 Immigration Control 1_Normal_06,Normal
1,44013.37152777778,,,L0 Immigration Control 1_Normal_10,Normal
1,44013.37152777778,,,L0 Immigration Control 1_Normal_05,Normal
1,44013.37152777778,,,L0 Immigration Control 1_Normal_08,Normal
1,44013.37152777778,,,L0 Immigration Control 1_Normal_04,Normal
1,44013.37152777778,,,L0 Immigration Control 1_Automatic_1,Automatic
1,44013.37152777778,,,L0 Immigration Control 1_Normal_03,Normal
1,44013.37152777778,,,L0 Immigration Control 1_Normal_01,Normal
1,44013.37152777778,,,L0 Immigration Control 1_Normal_02,Normal
1,44013.37152777778,,,L0 Immigration Control 1_Normal_07,Normal
1,44013.37152777778,,,L0 Immigration Control 1_Normal_09,Normal
1,44013.375,,,L0 Immigration Control 1_Automatic_2,Automatic
1,44013.375,,,L0 Immigration Control 1_Normal_06,Normal
1,44013.375,,,L0 Immigration Control 1_Normal_10,Normal
1,44013.375,,,L0 Immigration Control 1_Normal_05,Normal
1,44013.375,,,L0 Immigration Control 1_Normal_08,Normal
1,44013.375,,,L0 Immigration Control 1_Normal_04,Normal
1,44013.375,,,L0 Immigration Control 1_Automatic_1,Automatic
1,44013.375,,,L0 Immigration Control 1_Normal_03,Normal
1,44013.375,,,L0 Immigration Control 1_Normal_01,Normal
1,44013.375,,,L0 Immigration Control 1_Normal_02,Normal
1,44013.375,,,L0 Immigration Control 1_Normal_07,Normal
1,44013.375,,,L0 Immigration Control 1_Normal_09,Normal
1,44013.37847222222,,,L0 Immigration Control 1_Automatic_2,Automatic
1,44013.37847222222,,,L0 Immigration Control 1_Normal_06,Normal
1,44013.37847222222,,,L0 Immigration Control 1_Normal_10,Normal
1,44013.37847222222,,,L0 Immigration Control 1_Normal_05,Normal
1,44013.37847222222,,,L0 Immigration Control 1_Normal_08,Normal
1,44013.37847222222,,,L0 Immigration Control 1_Normal_04,Normal
1,44013.37847222222,,,L0 Immigration Control 1_Automatic_1,Automatic
1,44013.37847222222,,,L0 Immigration Control 1_Normal_03,Normal
1,44013.37847222222,,,L0 Immigration Control 1_Normal_01,Normal
1,44013.37847222222,,,L0 Immigration Control 1_Normal_02,Normal
1,44013.37847222222,,,L0 Immigration Control 1_Normal_07,Normal
1,44013.37847222222,,,L0 Immigration Control 1_Normal_09,Normal
1,44013.381944444445,,,L0 Immigration Control 1_Automatic_2,Automatic
1,44013.381944444445,,,L0 Immigration Control 1_Normal_06,Normal
1,44013.381944444445,,,L0 Immigration Control 1_Normal_10,Normal
1,44013.381944444445,,,L0 Immigration Control 1_Normal_05,Normal
1,44013.381944444445,,,L0 Immigration Control 1_Normal_08,Normal
1,44013.381944444445,,,L0 Immigration Control 1_Normal_04,Normal
1,44013.381944444445,,,L0 Immigration Control 1_Automatic_1,Automatic
1,44013.381944444445,,,L0 Immigration Control 1_Normal_03,Normal
1,44013.381944444445,,,L0 Immigration Control 1_Normal_01,Normal
1,44013.381944444445,,,L0 Immigration Control 1_Normal_02,Normal
1,44013.381944444445,,,L0 Immigration Control 1_Normal_07,Normal
1,44013.381944444445,,,L0 Immigration Control 1_Normal_09,Normal
1,44013.385416666664,,,L0 Immigration Control 1_Automatic_2,Automatic
1,44013.385416666664,,,L0 Immigration Control 1_Normal_06,Normal
1,44013.385416666664,,,L0 Immigration Control 1_Normal_10,Normal
1,44013.385416666664,,,L0 Immigration Control 1_Normal_05,Normal
1,44013.385416666664,,,L0 Immigration Control 1_Normal_08,Normal
1,44013.385416666664,,,L0 Immigration Control 1_Normal_04,Normal
1,44013.385416666664,,,L0 Immigration Control 1_Automatic_1,Automatic
1,44013.385416666664,,,L0 Immigration Control 1_Normal_03,Normal
1,44013.385416666664,,,L0 Immigration Control 1_Normal_01,Normal
1,44013.385416666664,,,L0 Immigration Control 1_Normal_02,Normal
1,44013.385416666664,,,L0 Immigration Control 1_Normal_07,Normal
1,44013.385416666664,,,L0 Immigration Control 1_Normal_09,Normal
1,44013.38888888889,,,L0 Immigration Control 1_Automatic_2,Automatic
1,44013.38888888889,,,L0 Immigration Control 1_Normal_06,Normal
1,44013.38888888889,,,L0 Immigration Control 1_Normal_10,Normal
1,44013.38888888889,,,L0 Immigration Control 1_Normal_05,Normal
1,44013.38888888889,,,L0 Immigration Control 1_Normal_08,Normal
1,44013.38888888889,,,L0 Immigration Control 1_Normal_04,Normal
1,44013.38888888889,,,L0 Immigration Control 1_Automatic_1,Automatic
1,44013.38888888889,,,L0 Immigration Control 1_Normal_03,Normal
1,44013.38888888889,,,L0 Immigration Control 1_Normal_01,Normal
1,44013.38888888889,,,L0 Immigration Control 1_Normal_02,Normal
1,44013.38888888889,,,L0 Immigration Control 1_Normal_07,Normal
1,44013.38888888889,,,L0 Immigration Control 1_Normal_09,Normal
1,44013.39236111111,,,L0 Immigration Control 1_Automatic_2,Automatic
1,44013.39236111111,,,L0 Immigration Control 1_Normal_06,Normal
1,44013.39236111111,,,L0 Immigration Control 1_Normal_10,Normal
1,44013.39236111111,,,L0 Immigration Control 1_Normal_05,Normal
1,44013.39236111111,,,L0 Immigration Control 1_Normal_08,Normal
1,44013.39236111111,,,L0 Immigration Control 1_Normal_04,Normal
1,44013.39236111111,,,L0 Immigration Control 1_Automatic_1,Automatic
1,44013.39236111111,,,L0 Immigration Control 1_Normal_03,Normal
1,44013.39236111111,,,L0 Immigration Control 1_Normal_01,Normal
1,44013.39236111111,,,L0 Immigration Control 1_Normal_02,Normal
1,44013.39236111111,,,L0 Immigration Control 1_Normal_07,Normal
1,44013.39236111111,,,L0 Immigration Control 1_Normal_09,Normal
1,44013.395833333336,,,L0 Immigration Control 1_Automatic_2,Automatic
1,44013.395833333336,,,L0 Immigration Control 1_Normal_06,Normal
1,44013.395833333336,,,L0 Immigration Control 1_Normal_10,Normal
1,44013.395833333336,,,L0 Immigration Control 1_Normal_05,Normal
1,44013.395833333336,,,L0 Immigration Control 1_Normal_08,Normal
1,44013.395833333336,,,L0 Immigration Control 1_Normal_04,Normal
1,44013.395833333336,,,L0 Immigration Control 1_Automatic_1,Automatic
1,44013.395833333336,,,L0 Immigration Control 1_Normal_03,Normal
1,44013.395833333336,,,L0 Immigration Control 1_Normal_01,Normal
1,44013.395833333336,,,L0 Immigration Control 1_Normal_02,Normal
1,44013.395833333336,,,L0 Immigration Control 1_Normal_07,Normal
1,44013.395833333336,,,L0 Immigration Control 1_Normal_09,Normal
1,44013.399305555555,,,L0 Immigration Control 1_Automatic_2,Automatic
1,44013.399305555555,,,L0 Immigration Control 1_Normal_06,Normal
1,44013.399305555555,,,L0 Immigration Control 1_Normal_10,Normal
1,44013.399305555555,,,L0 Immigration Control 1_Normal_05,Normal
1,44013.399305555555,,,L0 Immigration Control 1_Normal_08,Normal
1,44013.399305555555,,,L0 Immigration Control 1_Normal_04,Normal
1,44013.399305555555,,,L0 Immigration Control 1_Automatic_1,Automatic
1,44013.399305555555,,,L0 Immigration Control 1_Normal_03,Normal
1,44013.399305555555,,,L0 Immigration Control 1_Normal_01,Normal
1,44013.399305555555,,,L0 Immigration Control 1_Normal_02,Normal
1,44013.399305555555,,,L0 Immigration Control 1_Normal_07,Normal
1,44013.399305555555,,,L0 Immigration Control 1_Normal_09,Normal
1,44013.40277777778,,,L0 Immigration Control 1_Automatic_2,Automatic
1,44013.40277777778,,,L0 Immigration Control 1_Normal_06,Normal
1,44013.40277777778,,,L0 Immigration Control 1_Normal_10,Normal
1,44013.40277777778,,,L0 Immigration Control 1_Normal_05,Normal
1,44013.40277777778,,,L0 Immigration Control 1_Normal_08,Normal
1,44013.40277777778,,,L0 Immigration Control 1_Normal_04,Normal
1,44013.40277777778,,,L0 Immigration Control 1_Automatic_1,Automatic
1,44013.40277777778,,,L0 Immigration Control 1_Normal_03,Normal
1,44013.40277777778,,,L0 Immigration Control 1_Normal_01,Normal
1,44013.40277777778,,,L0 Immigration Control 1_Normal_02,Normal
1,44013.40277777778,,,L0 Immigration Control 1_Normal_07,Normal
1,44013.40277777778,,,L0 Immigration Control 1_Normal_09,Normal
1,44013.40625,,,L0 Immigration Control 1_Automatic_2,Automatic
1,44013.40625,,,L0 Immigration Control 1_Normal_06,Normal
1,44013.40625,,,L0 Immigration Control 1_Normal_10,Normal
1,44013.40625,,,L0 Immigration Control 1_Normal_05,Normal
1,44013.40625,,,L0 Immigration Control 1_Normal_08,Normal
1,44013.40625,,,L0 Immigration Control 1_Normal_04,Normal
1,44013.40625,,,L0 Immigration Control 1_Automatic_1,Automatic
1,44013.40625,,,L0 Immigration Control 1_Normal_03,Normal
1,44013.40625,,,L0 Immigration Control 1_Normal_01,Normal
1,44013.40625,,,L0 Immigration Control 1_Normal_02,Normal
1,44013.40625,,,L0 Immigration Control 1_Normal_07,Normal
1,44013.40625,,,L0 Immigration Control 1_Normal_09,Normal
1,44013.40972222222,,,L0 Immigration Control 1_Automatic_2,Automatic
1,44013.40972222222,,,L0 Immigration Control 1_Normal_06,Normal
1,44013.40972222222,,,L0 Immigration Control 1_Normal_10,Normal
1,44013.40972222222,,,L0 Immigration Control 1_Normal_05,Normal
1,44013.40972222222,,,L0 Immigration Control 1_Normal_08,Normal
1,44013.40972222222,,,L0 Immigration Control 1_Normal_04,Normal
1,44013.40972222222,,,L0 Immigration Control 1_Automatic_1,Automatic
1,44013.40972222222,,,L0 Immigration Control 1_Normal_03,Normal
1,44013.40972222222,,,L0 Immigration Control 1_Normal_01,Normal
1,44013.40972222222,,,L0 Immigration Control 1_Normal_02,Normal
1,44013.40972222222,,,L0 Immigration Control 1_Normal_07,Normal
1,44013.40972222222,,,L0 Immigration Control 1_Normal_09,Normal
1,44013.413194444445,,,L0 Immigration Control 1_Automatic_2,Automatic
1,44013.413194444445,,,L0 Immigration Control 1_Normal_06,Normal
1,44013.413194444445,,,L0 Immigration Control 1_Normal_10,Normal
1,44013.413194444445,,,L0 Immigration Control 1_Normal_05,Normal
1,44013.413194444445,,,L0 Immigration Control 1_Normal_08,Normal
1,44013.413194444445,,,L0 Immigration Control 1_Normal_04,Normal
1,44013.413194444445,,,L0 Immigration Control 1_Automatic_1,Automatic
1,44013.413194444445,,,L0 Immigration Control 1_Normal_03,Normal
1,44013.413194444445,,,L0 Immigration Control 1_Normal_01,Normal
