ResultsFK,Time,TStartWait_TFinish,CustomColumnID_Assignments_T1_AssignmentBegin__CustomColumnID_Assignments_T2_AssignmentEnd_,BlockIDResourceID,_ImmigrationType
1,44013.506944444445,,,L0 Immigration Control 1_Normal_07,Normal
1,44013.506944444445,,,L0 Immigration Control 1_Normal_09,Normal
1,44013.510416666664,,,L0 Immigration Control 1_Automatic_2,Automatic
1,44013.510416666664,,,L0 Immigration Control 1_Normal_06,Normal
1,44013.510416666664,,,L0 Immigration Control 1_Normal_10,Normal
1,44013.510416666664,,,L0 Immigration Control 1_Normal_05,Normal
1,44013.510416666664,,,L0 Immigration Control 1_Normal_08,Normal
1,44013.510416666664,,,L0 Immigration Control 1_Normal_04,Normal
1,44013.510416666664,,,L0 Immigration Control 1_Automatic_1,Automatic
1,44013.510416666664,,,L0 Immigration Control 1_Normal_03,Normal
1,44013.510416666664,,,L0 Immigration Control 1_Normal_01,Normal
1,44013.510416666664,,,L0 Immigration Control 1_Normal_02,Normal
1,44013.510416666664,,,L0 Immigration Control 1_Normal_07,Normal
1,44013.510416666664,,,L0 Immigration Control 1_Normal_09,Normal
1,44013.51388888889,,,L0 Immigration Control 1_Automatic_2,Automatic
1,44013.51388888889,,,L0 Immigration Control 1_Normal_06,Normal
1,44013.51388888889,,,L0 Immigration Control 1_Normal_10,Normal
1,44013.51388888889,,,L0 Immigration Control 1_Normal_05,Normal
1,44013.51388888889,,,L0 Immigration Control 1_Normal_08,Normal
1,44013.51388888889,,,L0 Immigration Control 1_Normal_04,Normal
1,44013.51388888889,,,L0 Immigration Control 1_Automatic_1,Automatic
1,44013.51388888889,,,L0 Immigration Control 1_Normal_03,Normal
1,44013.51388888889,,,L0 Immigration Control 1_Normal_01,Normal
1,44013.51388888889,,,L0 Immigration Control 1_Normal_02,Normal
1,44013.51388888889,,,L0 Immigration Control 1_Normal_07,Normal
1,44013.51388888889,,,L0 Immigration Control 1_Normal_09,Normal
1,44013.51736111111,,,L0 Immigration Control 1_Automatic_2,Automatic
1,44013.51736111111,,,L0 Immigration Control 1_Normal_06,Normal
1,44013.51736111111,,,L0 Immigration Control 1_Normal_10,Normal
1,44013.51736111111,,,L0 Immigration Control 1_Normal_05,Normal
1,44013.51736111111,,,L0 Immigration Control 1_Normal_08,Normal
1,44013.51736111111,,,L0 Immigration Control 1_Normal_04,Normal
1,44013.51736111111,,,L0 Immigration Control 1_Automatic_1,Automatic
1,44013.51736111111,,,L0 Immigration Control 1_Normal_03,Normal
1,44013.51736111111,,,L0 Immigration Control 1_Normal_01,Normal
1,44013.51736111111,,,L0 Immigration Control 1_Normal_02,Normal
1,44013.51736111111,,,L0 Immigration Control 1_Normal_07,Normal
1,44013.51736111111,,,L0 Immigration Control 1_Normal_09,Normal
1,44013.520833333336,,,L0 Immigration Control 1_Automatic_2,Automatic
1,44013.520833333336,,,L0 Immigration Control 1_Normal_06,Normal
1,44013.520833333336,,,L0 Immigration Control 1_Normal_10,Normal
1,44013.520833333336,,,L0 Immigration Control 1_Normal_05,Normal
1,44013.520833333336,,,L0 Immigration Control 1_Normal_08,Normal
1,44013.520833333336,,,L0 Immigration Control 1_Normal_04,Normal
1,44013.520833333336,,,L0 Immigration Control 1_Automatic_1,Automatic
1,44013.520833333336,,,L0 Immigration Control 1_Normal_03,Normal
1,44013.520833333336,,,L0 Immigration Control 1_Normal_01,Normal
1,44013.520833333336,,,L0 Immigration Control 1_Normal_02,Normal
1,44013.520833333336,,,L0 Immigration Control 1_Normal_07,Normal
1,44013.520833333336,,,L0 Immigration Control 1_Normal_09,Normal
1,44013.524305555555,,,L0 Immigration Control 1_Automatic_2,Automatic
1,44013.524305555555,,,L0 Immigration Control 1_Normal_06,Normal
1,44013.524305555555,,,L0 Immigration Control 1_Normal_10,Normal
1,44013.524305555555,,,L0 Immigration Control 1_Normal_05,Normal
1,44013.524305555555,,,L0 Immigration Control 1_Normal_08,Normal
1,44013.524305555555,,,L0 Immigration Control 1_Normal_04,Normal
1,44013.524305555555,,,L0 Immigration Control 1_Automatic_1,Automatic
1,44013.524305555555,,,L0 Immigration Control 1_Normal_03,Normal
1,44013.524305555555,,,L0 Immigration Control 1_Normal_01,Normal
1,44013.524305555555,,,L0 Immigration Control 1_Normal_02,Normal
1,44013.524305555555,,,L0 Immigration Control 1_Normal_07,Normal
1,44013.524305555555,,,L0 Immigration Control 1_Normal_09,Normal
1,44013.52777777778,,,L0 Immigration Control 1_Automatic_2,Automatic
1,44013.52777777778,,,L0 Immigration Control 1_Normal_06,Normal
1,44013.52777777778,,,L0 Immigration Control 1_Normal_10,Normal
1,44013.52777777778,,,L0 Immigration Control 1_Normal_05,Normal
1,44013.52777777778,,,L0 Immigration Control 1_Normal_08,Normal
1,44013.52777777778,,,L0 Immigration Control 1_Normal_04,Normal
1,44013.52777777778,,,L0 Immigration Control 1_Automatic_1,Automatic
1,44013.52777777778,,,L0 Immigration Control 1_Normal_03,Normal
1,44013.52777777778,,,L0 Immigration Control 1_Normal_01,Normal
1,44013.52777777778,,,L0 Immigration Control 1_Normal_02,Normal
1,44013.52777777778,,,L0 Immigration Control 1_Normal_07,Normal
1,44013.52777777778,,,L0 Immigration Control 1_Normal_09,Normal
1,44013.53125,,,L0 Immigration Control 1_Automatic_2,Automatic
1,44013.53125,,,L0 Immigration Control 1_Normal_06,Normal
1,44013.53125,,,L0 Immigration Control 1_Normal_10,Normal
1,44013.53125,,,L0 Immigration Control 1_Normal_05,Normal
1,44013.53125,,,L0 Immigration Control 1_Normal_08,Normal
1,44013.53125,,,L0 Immigration Control 1_Normal_04,Normal
1,44013.53125,,,L0 Immigration Control 1_Automatic_1,Automatic
1,44013.53125,,,L0 Immigration Control 1_Normal_03,Normal
1,44013.53125,,,L0 Immigration Control 1_Normal_01,Normal
1,44013.53125,,,L0 Immigration Control 1_Normal_02,Normal
1,44013.53125,,,L0 Immigration Control 1_Normal_07,Normal
1,44013.53125,,,L0 Immigration Control 1_Normal_09,Normal
1,44013.53472222222,,,L0 Immigration Control 1_Automatic_2,Automatic
1,44013.53472222222,,,L0 Immigration Control 1_Normal_06,Normal
1,44013.53472222222,,,L0 Immigration Control 1_Normal_10,Normal
1,44013.53472222222,,,L0 Immigration Control 1_Normal_05,Normal
1,44013.53472222222,,,L0 Immigration Control 1_Normal_08,Normal
1,44013.53472222222,,,L0 Immigration Control 1_Normal_04,Normal
1,44013.53472222222,,,L0 Immigration Control 1_Automatic_1,Automatic
1,44013.53472222222,,,L0 Immigration Control 1_Normal_03,Normal
1,44013.53472222222,,,L0 Immigration Control 1_Normal_01,Normal
1,44013.53472222222,,,L0 Immigration Control 1_Normal_02,Normal
1,44013.53472222222,,,L0 Immigration Control 1_Normal_07,Normal
1,44013.53472222222,,,L0 Immigration Control 1_Normal_09,Normal
1,44013.538194444445,,,L0 Immigration Control 1_Automatic_2,Automatic
1,44013.538194444445,,,L0 Immigration Control 1_Normal_06,Normal
1,44013.538194444445,,,L0 Immigration Control 1_Normal_10,Normal
1,44013.538194444445,,,L0 Immigration Control 1_Normal_05,Normal
1,44013.538194444445,,,L0 Immigration Control 1_Normal_08,Normal
1,44013.538194444445,,,L0 Immigration Control 1_Normal_04,Normal
1,44013.538194444445,,,L0 Immigration Control 1_Automatic_1,Automatic
1,44013.538194444445,,,L0 Immigration Control 1_Normal_03,Normal
1,44013.538194444445,,,L0 Immigration Control 1_Normal_01,Normal
1,44013.538194444445,,,L0 Immigration Control 1_Normal_02,Normal
1,44013.538194444445,,,L0 Immigration Control 1_Normal_07,Normal
1,44013.538194444445,,,L0 Immigration Control 1_Normal_09,Normal
1,44013.541666666664,,,L0 Immigration Control 1_Automatic_2,Automatic
1,44013.541666666664,,,L0 Immigration Control 1_Normal_06,Normal
1,44013.541666666664,,,L0 Immigration Control 1_Normal_10,Normal
1,44013.541666666664,,,L0 Immigration Control 1_Normal_05,Normal
1,44013.541666666664,,,L0 Immigration Control 1_Normal_08,Normal
1,44013.541666666664,,,L0 Immigration Control 1_Normal_04,Normal
1,44013.541666666664,,,L0 Immigration Control 1_Automatic_1,Automatic
1,44013.541666666664,,,L0 Immigration Control 1_Normal_03,Normal
1,44013.541666666664,,,L0 Immigration Control 1_Normal_01,Normal
1,44013.541666666664,,,L0 Immigration Control 1_Normal_02,Normal
1,44013.541666666664,,,L0 Immigration Control 1_Normal_07,Normal
1,44013.541666666664,,,L0 Immigration Control 1_Normal_09,Normal
1,44013.54513888889,,,L0 Immigration Control 1_Automatic_2,Automatic
1,44013.54513888889,,,L0 Immigration Control 1_Normal_06,Normal
1,44013.54513888889,,,L0 Immigration Control 1_Normal_10,Normal
1,44013.54513888889,,,L0 Immigration Control 1_Normal_05,Normal
1,44013.54513888889,,,L0 Immigration Control 1_Normal_08,Normal
1,44013.54513888889,,,L0 Immigration Control 1_Normal_04,Normal
1,44013.54513888889,,,L0 Immigration Control 1_Automatic_1,Automatic
1,44013.54513888889,,,L0 Immigration Control 1_Normal_03,Normal
1,44013.54513888889,,,L0 Immigration Control 1_Normal_01,Normal
1,44013.54513888889,,,L0 Immigration Control 1_Normal_02,Normal
1,44013.54513888889,,,L0 Immigration Control 1_Normal_07,Normal
1,44013.54513888889,,,L0 Immigration Control 1_Normal_09,Normal
1,44013.54861111111,,,L0 Immigration Control 1_Automatic_2,Automatic
1,44013.54861111111,,,L0 Immigration Control 1_Normal_06,Normal
1,44013.54861111111,,,L0 Immigration Control 1_Normal_10,Normal
1,44013.54861111111,,,L0 Immigration Control 1_Normal_05,Normal
1,44013.54861111111,,,L0 Immigration Control 1_Normal_08,Normal
1,44013.54861111111,,,L0 Immigration Control 1_Normal_04,Normal
1,44013.54861111111,,,L0 Immigration Control 1_Automatic_1,Automatic
1,44013.54861111111,,,L0 Immigration Control 1_Normal_03,Normal
1,44013.54861111111,,,L0 Immigration Control 1_Normal_01,Normal
1,44013.54861111111,,,L0 Immigration Control 1_Normal_02,Normal
1,44013.54861111111,,,L0 Immigration Control 1_Normal_07,Normal
1,44013.54861111111,,,L0 Immigration Control 1_Normal_09,Normal
1,44013.552083333336,,,L0 Immigration Control 1_Automatic_2,Automatic
1,44013.552083333336,,,L0 Immigration Control 1_Normal_06,Normal
1,44013.552083333336,,,L0 Immigration Control 1_Normal_10,Normal
1,44013.552083333336,,,L0 Immigration Control 1_Normal_05,Normal
1,44013.552083333336,,,L0 Immigration Control 1_Normal_08,Normal
1,44013.552083333336,,,L0 Immigration Control 1_Normal_04,Normal
1,44013.552083333336,,,L0 Immigration Control 1_Automatic_1,Automatic
1,44013.552083333336,,,L0 Immigration Control 1_Normal_03,Normal
1,44013.552083333336,,,L0 Immigration Control 1_Normal_01,Normal
1,44013.552083333336,,,L0 Immigration Control 1_Normal_02,Normal
1,44013.552083333336,,,L0 Immigration Control 1_Normal_07,Normal
1,44013.552083333336,,,L0 Immigration Control 1_Normal_09,Normal
1,44013.555555555555,,,L0 Immigration Control 1_Automatic_2,Automatic
1,44013.555555555555,,,L0 Immigration Control 1_Normal_06,Normal
1,44013.555555555555,,,L0 Immigration Control 1_Normal_10,Normal
1,44013.555555555555,,,L0 Immigration Control 1_Normal_05,Normal
1,44013.555555555555,,,L0 Immigration Control 1_Normal_08,Normal
1,44013.555555555555,,,L0 Immigration Control 1_Normal_04,Normal
1,44013.555555555555,,,L0 Immigration Control 1_Automatic_1,Automatic
1,44013.555555555555,,,L0 Immigration Control 1_Normal_03,Normal
1,44013.555555555555,,,L0 Immigration Control 1_Normal_01,Normal
1,44013.555555555555,,,L0 Immigration Control 1_Normal_02,Normal
1,44013.555555555555,,,L0 Immigration Control 1_Normal_07,Normal
1,44013.555555555555,,,L0 Immigration Control 1_Normal_09,Normal
1,44013.55902777778,,,L0 Immigration Control 1_Automatic_2,Automatic
1,44013.55902777778,,,L0 Immigration Control 1_Normal_06,Normal
1,44013.55902777778,,,L0 Immigration Control 1_Normal_10,Normal
1,44013.55902777778,,,L0 Immigration Control 1_Normal_05,Normal
1,44013.55902777778,,,L0 Immigration Control 1_Normal_08,Normal
1,44013.55902777778,,,L0 Immigration Control 1_Normal_04,Normal
1,44013.55902777778,,,L0 Immigration Control 1_Automatic_1,Automatic
1,44013.55902777778,,,L0 Immigration Control 1_Normal_03,Normal
1,44013.55902777778,,,L0 Immigration Control 1_Normal_01,Normal
1,44013.55902777778,,,L0 Immigration Control 1_Normal_02,Normal
1,44013.55902777778,,,L0 Immigration Control 1_Normal_07,Normal
1,44013.55902777778,,,L0 Immigration Control 1_Normal_09,Normal
1,44013.5625,,,L0 Immigration Control 1_Automatic_2,Automatic
1,44013.5625,,,L0 Immigration Control 1_Normal_06,Normal
1,44013.5625,,,L0 Immigration Control 1_Normal_10,Normal
1,44013.5625,,,L0 Immigration Control 1_Normal_05,Normal
1,44013.5625,,,L0 Immigration Control 1_Normal_08,Normal
1,44013.5625,,,L0 Immigration Control 1_Normal_04,Normal
1,44013.5625,,,L0 Immigration Control 1_Automatic_1,Automatic
1,44013.5625,,,L0 Immigration Control 1_Normal_03,Normal
1,44013.5625,,,L0 Immigration Control 1_Normal_01,Normal
1,44013.5625,,,L0 Immigration Control 1_Normal_02,Normal
1,44013.5625,,,L0 Immigration Control 1_Normal_07,Normal
1,44013.5625,,,L0 Immigration Control 1_Normal_09,Normal
1,44013.56597222222,,,L0 Immigration Control 1_Automatic_2,Automatic
1,44013.56597222222,,,L0 Immigration Control 1_Normal_06,Normal
1,44013.56597222222,,,L0 Immigration Control 1_Normal_10,Normal
1,44013.56597222222,,,L0 Immigration Control 1_Normal_05,Normal
1,44013.56597222222,,,L0 Immigration Control 1_Normal_08,Normal
1,44013.56597222222,,,L0 Immigration Control 1_Normal_04,Normal
1,44013.56597222222,,,L0 Immigration Control 1_Automatic_1,Automatic
1,44013.56597222222,,,L0 Immigration Control 1_Normal_03,Normal
1,44013.56597222222,,,L0 Immigration Control 1_Normal_01,Normal
1,44013.56597222222,,,L0 Immigration Control 1_Normal_02,Normal
1,44013.56597222222,,,L0 Immigration Control 1_Normal_07,Normal
1,44013.56597222222,,,L0 Immigration Control 1_Normal_09,Normal
1,44013.569444444445,12.0,45.0,L0 Immigration Control 1_Automatic_2,Automatic
1,44013.569444444445,18.0,51.0,L0 Immigration Control 1_Normal_06,Normal
1,44013.569444444445,19.0,54.0,L0 Immigration Control 1_Normal_10,Normal
1,44013.569444444445,19.0,52.0,L0 Immigration Control 1_Normal_05,Normal
1,44013.569444444445,18.0,52.0,L0 Immigration Control 1_Normal_08,Normal
1,44013.569444444445,,,L0 Immigration Control 1_Normal_04,Normal
1,44013.569444444445,11.0,45.0,L0 Immigration Control 1_Automatic_1,Automatic
1,44013.569444444445,,,L0 Immigration Control 1_Normal_03,Normal
1,44013.569444444445,,,L0 Immigration Control 1_Normal_01,Normal
1,44013.569444444445,,,L0 Immigration Control 1_Normal_02,Normal
1,44013.569444444445,18.0,52.0,L0 Immigration Control 1_Normal_07,Normal
1,44013.569444444445,19.0,53.0,L0 Immigration Control 1_Normal_09,Normal
1,44013.572916666664,,45.0,L0 Immigration Control 1_Automatic_2,Automatic
1,44013.572916666664,13.0,51.0,L0 Immigration Control 1_Normal_06,Normal
1,44013.572916666664,14.0,54.0,L0 Immigration Control 1_Normal_10,Normal
1,44013.572916666664,14.0,52.0,L0 Immigration Control 1_Normal_05,Normal
1,44013.572916666664,13.0,52.0,L0 Immigration Control 1_Normal_08,Normal
1,44013.572916666664,,,L0 Immigration Control 1_Normal_04,Normal
1,44013.572916666664,,45.0,L0 Immigration Control 1_Automatic_1,Automatic
1,44013.572916666664,,,L0 Immigration Control 1_Normal_03,Normal
1,44013.572916666664,,,L0 Immigration Control 1_Normal_01,Normal
1,44013.572916666664,,,L0 Immigration Control 1_Normal_02,Normal
1,44013.572916666664,13.0,52.0,L0 Immigration Control 1_Normal_07,Normal
1,44013.572916666664,14.0,53.0,L0 Immigration Control 1_Normal_09,Normal
1,44013.57638888889,,45.0,L0 Immigration Control 1_Automatic_2,Automatic
1,44013.57638888889,7.0,51.0,L0 Immigration Control 1_Normal_06,Normal
1,44013.57638888889,9.0,54.0,L0 Immigration Control 1_Normal_10,Normal
1,44013.57638888889,8.0,52.0,L0 Immigration Control 1_Normal_05,Normal
1,44013.57638888889,8.0,52.0,L0 Immigration Control 1_Normal_08,Normal
1,44013.57638888889,,,L0 Immigration Control 1_Normal_04,Normal
1,44013.57638888889,,45.0,L0 Immigration Control 1_Automatic_1,Automatic
1,44013.57638888889,,,L0 Immigration Control 1_Normal_03,Normal
1,44013.57638888889,,,L0 Immigration Control 1_Normal_01,Normal
1,44013.57638888889,,,L0 Immigration Control 1_Normal_02,Normal
1,44013.57638888889,8.0,52.0,L0 Immigration Control 1_Normal_07,Normal
1,44013.57638888889,9.0,53.0,L0 Immigration Control 1_Normal_09,Normal
1,44013.57986111111,,45.0,L0 Immigration Control 1_Automatic_2,Automatic
1,44013.57986111111,2.0,51.0,L0 Immigration Control 1_Normal_06,Normal
1,44013.57986111111,3.0,54.0,L0 Immigration Control 1_Normal_10,Normal
1,44013.57986111111,3.0,52.0,L0 Immigration Control 1_Normal_05,Normal
1,44013.57986111111,2.0,52.0,L0 Immigration Control 1_Normal_08,Normal
1,44013.57986111111,,,L0 Immigration Control 1_Normal_04,Normal
1,44013.57986111111,,45.0,L0 Immigration Control 1_Automatic_1,Automatic
1,44013.57986111111,,,L0 Immigration Control 1_Normal_03,Normal
1,44013.57986111111,,,L0 Immigration Control 1_Normal_01,Normal
1,44013.57986111111,,,L0 Immigration Control 1_Normal_02,Normal
1,44013.57986111111,2.0,52.0,L0 Immigration Control 1_Normal_07,Normal
1,44013.57986111111,3.0,53.0,L0 Immigration Control 1_Normal_09,Normal
1,44013.583333333336,9.0,45.0,L0 Immigration Control 1_Automatic_2,Automatic
1,44013.583333333336,10.0,51.0,L0 Immigration Control 1_Normal_06,Normal
1,44013.583333333336,10.0,54.0,L0 Immigration Control 1_Normal_10,Normal
1,44013.583333333336,10.0,52.0,L0 Immigration Control 1_Normal_05,Normal
1,44013.583333333336,10.0,52.0,L0 Immigration Control 1_Normal_08,Normal
1,44013.583333333336,,,L0 Immigration Control 1_Normal_04,Normal
1,44013.583333333336,8.0,45.0,L0 Immigration Control 1_Automatic_1,Automatic
1,44013.583333333336,,,L0 Immigration Control 1_Normal_03,Normal
1,44013.583333333336,,,L0 Immigration Control 1_Normal_01,Normal
1,44013.583333333336,,,L0 Immigration Control 1_Normal_02,Normal
1,44013.583333333336,10.0,52.0,L0 Immigration Control 1_Normal_07,Normal
1,44013.583333333336,11.0,53.0,L0 Immigration Control 1_Normal_09,Normal
1,44013.586805555555,15.0,45.0,L0 Immigration Control 1_Automatic_2,Automatic
1,44013.586805555555,19.0,51.0,L0 Immigration Control 1_Normal_06,Normal
1,44013.586805555555,20.0,54.0,L0 Immigration Control 1_Normal_10,Normal
1,44013.586805555555,19.0,52.0,L0 Immigration Control 1_Normal_05,Normal
1,44013.586805555555,20.0,52.0,L0 Immigration Control 1_Normal_08,Normal
1,44013.586805555555,20.0,29.0,L0 Immigration Control 1_Normal_04,Normal
1,44013.586805555555,16.0,45.0,L0 Immigration Control 1_Automatic_1,Automatic
1,44013.586805555555,19.0,28.0,L0 Immigration Control 1_Normal_03,Normal
1,44013.586805555555,19.0,28.0,L0 Immigration Control 1_Normal_01,Normal
1,44013.586805555555,20.0,29.0,L0 Immigration Control 1_Normal_02,Normal
1,44013.586805555555,20.0,52.0,L0 Immigration Control 1_Normal_07,Normal
1,44013.586805555555,20.0,53.0,L0 Immigration Control 1_Normal_09,Normal
1,44013.59027777778,4.0,45.0,L0 Immigration Control 1_Automatic_2,Automatic
1,44013.59027777778,14.0,51.0,L0 Immigration Control 1_Normal_06,Normal
1,44013.59027777778,15.0,54.0,L0 Immigration Control 1_Normal_10,Normal
1,44013.59027777778,14.0,52.0,L0 Immigration Control 1_Normal_05,Normal
1,44013.59027777778,15.0,52.0,L0 Immigration Control 1_Normal_08,Normal
1,44013.59027777778,15.0,29.0,L0 Immigration Control 1_Normal_04,Normal
1,44013.59027777778,4.0,45.0,L0 Immigration Control 1_Automatic_1,Automatic
1,44013.59027777778,14.0,28.0,L0 Immigration Control 1_Normal_03,Normal
1,44013.59027777778,14.0,28.0,L0 Immigration Control 1_Normal_01,Normal
1,44013.59027777778,15.0,29.0,L0 Immigration Control 1_Normal_02,Normal
1,44013.59027777778,15.0,52.0,L0 Immigration Control 1_Normal_07,Normal
1,44013.59027777778,14.0,53.0,L0 Immigration Control 1_Normal_09,Normal
1,44013.59375,,45.0,L0 Immigration Control 1_Automatic_2,Automatic
1,44013.59375,8.0,51.0,L0 Immigration Control 1_Normal_06,Normal
1,44013.59375,9.0,54.0,L0 Immigration Control 1_Normal_10,Normal
1,44013.59375,8.0,52.0,L0 Immigration Control 1_Normal_05,Normal
1,44013.59375,9.0,52.0,L0 Immigration Control 1_Normal_08,Normal
1,44013.59375,9.0,29.0,L0 Immigration Control 1_Normal_04,Normal
1,44013.59375,,45.0,L0 Immigration Control 1_Automatic_1,Automatic
1,44013.59375,9.0,28.0,L0 Immigration Control 1_Normal_03,Normal
1,44013.59375,9.0,28.0,L0 Immigration Control 1_Normal_01,Normal
1,44013.59375,9.0,29.0,L0 Immigration Control 1_Normal_02,Normal
1,44013.59375,9.0,52.0,L0 Immigration Control 1_Normal_07,Normal
1,44013.59375,9.0,53.0,L0 Immigration Control 1_Normal_09,Normal
1,44013.59722222222,,45.0,L0 Immigration Control 1_Automatic_2,Automatic
1,44013.59722222222,3.0,51.0,L0 Immigration Control 1_Normal_06,Normal
1,44013.59722222222,4.0,54.0,L0 Immigration Control 1_Normal_10,Normal
1,44013.59722222222,3.0,52.0,L0 Immigration Control 1_Normal_05,Normal
1,44013.59722222222,4.0,52.0,L0 Immigration Control 1_Normal_08,Normal
1,44013.59722222222,4.0,29.0,L0 Immigration Control 1_Normal_04,Normal
1,44013.59722222222,,45.0,L0 Immigration Control 1_Automatic_1,Automatic
1,44013.59722222222,3.0,28.0,L0 Immigration Control 1_Normal_03,Normal
1,44013.59722222222,3.0,28.0,L0 Immigration Control 1_Normal_01,Normal
1,44013.59722222222,4.0,29.0,L0 Immigration Control 1_Normal_02,Normal
1,44013.59722222222,4.0,52.0,L0 Immigration Control 1_Normal_07,Normal
1,44013.59722222222,3.0,53.0,L0 Immigration Control 1_Normal_09,Normal
1,44013.600694444445,9.0,,L0 Immigration Control 1_Automatic_2,Automatic
1,44013.600694444445,9.0,,L0 Immigration Control 1_Normal_06,Normal
1,44013.600694444445,10.0,,L0 Immigration Control 1_Normal_10,Normal
1,44013.600694444445,9.0,,L0 Immigration Control 1_Normal_05,Normal
1,44013.600694444445,9.0,,L0 Immigration Control 1_Normal_08,Normal
1,44013.600694444445,9.0,,L0 Immigration Control 1_Normal_04,Normal
1,44013.600694444445,10.0,,L0 Immigration Control 1_Automatic_1,Automatic
1,44013.600694444445,9.0,,L0 Immigration Control 1_Normal_03,Normal
1,44013.600694444445,9.0,,L0 Immigration Control 1_Normal_01,Normal
1,44013.600694444445,9.0,,L0 Immigration Control 1_Normal_02,Normal
1,44013.600694444445,9.0,,L0 Immigration Control 1_Normal_07,Normal
1,44013.600694444445,9.0,,L0 Immigration Control 1_Normal_09,Normal
1,44013.604166666664,,,L0 Immigration Control 1_Automatic_2,Automatic
1,44013.604166666664,4.0,,L0 Immigration Control 1_Normal_06,Normal
1,44013.604166666664,5.0,,L0 Immigration Control 1_Normal_10,Normal
1,44013.604166666664,4.0,,L0 Immigration Control 1_Normal_05,Normal
1,44013.604166666664,4.0,,L0 Immigration Control 1_Normal_08,Normal
1,44013.604166666664,4.0,,L0 Immigration Control 1_Normal_04,Normal
1,44013.604166666664,,,L0 Immigration Control 1_Automatic_1,Automatic
1,44013.604166666664,4.0,,L0 Immigration Control 1_Normal_03,Normal
1,44013.604166666664,4.0,,L0 Immigration Control 1_Normal_01,Normal
1,44013.604166666664,4.0,,L0 Immigration Control 1_Normal_02,Normal
1,44013.604166666664,4.0,,L0 Immigration Control 1_Normal_07,Normal
1,44013.604166666664,4.0,,L0 Immigration Control 1_Normal_09,Normal
1,44013.60763888889,,,L0 Immigration Control 1_Automatic_2,Automatic
1,44013.60763888889,,,L0 Immigration Control 1_Normal_06,Normal
1,44013.60763888889,,,L0 Immigration Control 1_Normal_10,Normal
1,44013.60763888889,,,L0 Immigration Control 1_Normal_05,Normal
1,44013.60763888889,,,L0 Immigration Control 1_Normal_08,Normal
1,44013.60763888889,,,L0 Immigration Control 1_Normal_04,Normal
1,44013.60763888889,,,L0 Immigration Control 1_Automatic_1,Automatic
1,44013.60763888889,,,L0 Immigration Control 1_Normal_03,Normal
1,44013.60763888889,,,L0 Immigration Control 1_Normal_01,Normal
1,44013.60763888889,,,L0 Immigration Control 1_Normal_02,Normal
1,44013.60763888889,,,L0 Immigration Control 1_Normal_07,Normal
1,44013.60763888889,,,L0 Immigration Control 1_Normal_09,Normal
1,44013.61111111111,,,L0 Immigration Control 1_Automatic_2,Automatic
1,44013.61111111111,,,L0 Immigration Control 1_Normal_06,Normal
1,44013.61111111111,,,L0 Immigration Control 1_Normal_10,Normal
1,44013.61111111111,,,L0 Immigration Control 1_Normal_05,Normal
1,44013.61111111111,,,L0 Immigration Control 1_Normal_08,Normal
1,44013.61111111111,,,L0 Immigration Control 1_Normal_04,Normal
1,44013.61111111111,,,L0 Immigration Control 1_Automatic_1,Automatic
1,44013.61111111111,,,L0 Immigration Control 1_Normal_03,Normal
1,44013.61111111111,,,L0 Immigration Control 1_Normal_01,Normal
1,44013.61111111111,,,L0 Immigration Control 1_Normal_02,Normal
1,44013.61111111111,,,L0 Immigration Control 1_Normal_07,Normal
1,44013.61111111111,,,L0 Immigration Control 1_Normal_09,Normal
1,44013.614583333336,17.0,17.0,L0 Immigration Control 1_Automatic_2,Automatic
1,44013.614583333336,19.0,19.0,L0 Immigration Control 1_Normal_06,Normal
1,44013.614583333336,19.0,19.0,L0 Immigration Control 1_Normal_10,Normal
1,44013.614583333336,18.0,18.0,L0 Immigration Control 1_Normal_05,Normal
1,44013.614583333336,18.0,18.0,L0 Immigration Control 1_Normal_08,Normal
1,44013.614583333336,19.0,19.0,L0 Immigration Control 1_Normal_04,Normal
1,44013.614583333336,17.0,17.0,L0 Immigration Control 1_Automatic_1,Automatic
1,44013.614583333336,18.0,18.0,L0 Immigration Control 1_Normal_03,Normal
1,44013.614583333336,,,L0 Immigration Control 1_Normal_01,Normal
1,44013.614583333336,,,L0 Immigration Control 1_Normal_02,Normal
1,44013.614583333336,19.0,19.0,L0 Immigration Control 1_Normal_07,Normal
1,44013.614583333336,18.0,18.0,L0 Immigration Control 1_Normal_09,Normal
1,44013.618055555555,5.0,17.0,L0 Immigration Control 1_Automatic_2,Automatic
1,44013.618055555555,14.0,19.0,L0 Immigration Control 1_Normal_06,Normal
1,44013.618055555555,14.0,19.0,L0 Immigration Control 1_Normal_10,Normal
1,44013.618055555555,13.0,18.0,L0 Immigration Control 1_Normal_05,Normal
1,44013.618055555555,13.0,18.0,L0 Immigration Control 1_Normal_08,Normal
1,44013.618055555555,14.0,19.0,L0 Immigration Control 1_Normal_04,Normal
1,44013.618055555555,5.0,17.0,L0 Immigration Control 1_Automatic_1,Automatic
1,44013.618055555555,13.0,18.0,L0 Immigration Control 1_Normal_03,Normal
1,44013.618055555555,,,L0 Immigration Control 1_Normal_01,Normal
1,44013.618055555555,,,L0 Immigration Control 1_Normal_02,Normal
1,44013.618055555555,14.0,19.0,L0 Immigration Control 1_Normal_07,Normal
1,44013.618055555555,13.0,18.0,L0 Immigration Control 1_Normal_09,Normal
1,44013.62152777778,,17.0,L0 Immigration Control 1_Automatic_2,Automatic
