ResultsFK,X,TransactionTime,BlockIDResourceID
1,0.08333333333333333,15.0,L0 Gate Lounge 1_Gate_Lounge_12
1,0.08333333333333333,9.0,L0 Gate Lounge 1_Gate_Lounge_13
1,0.08333333333333333,13.0,L0 Gate Lounge 1_Gate_Lounge_14
1,0.08333333333333333,21.0,L0 Gate Lounge 1_Gate_Lounge_06
1,0.08333333333333333,36.0,L0 Gate Lounge 1_Gate_Lounge_03
1,0.08333333333333333,12.0,L0 Gate Lounge 1_Gate_Lounge_09
1,0.08333333333333333,9.0,L0 Gate Lounge 1_Gate_Lounge_10
1,0.08333333333333333,21.0,L0 Gate Lounge 1_Gate_Lounge_05
1,0.08333333333333333,26.0,L0 Gate Lounge 1_Gate_Lounge_02
1,0.08333333333333333,17.0,L0 Gate Lounge 1_Gate_Lounge_07
1,0.08333333333333333,26.0,L0 Gate Lounge 1_Gate_Lounge_08
1,0.08680555555555555,7.0,L0 Gate Lounge 1_Gate_Lounge_11
1,0.08680555555555555,22.0,L0 Gate Lounge 1_Gate_Lounge_01
1,0.08680555555555555,24.0,L0 Gate Lounge 1_Gate_Lounge_04
1,0.08680555555555555,6.0,L0 Gate Lounge 1_Gate_Lounge_15
1,0.08680555555555555,8.0,L0 Gate Lounge 1_Gate_Lounge_12
1,0.08680555555555555,9.0,L0 Gate Lounge 1_Gate_Lounge_13
1,0.08680555555555555,9.0,L0 Gate Lounge 1_Gate_Lounge_14
1,0.08680555555555555,17.0,L0 Gate Lounge 1_Gate_Lounge_06
1,0.08680555555555555,23.0,L0 Gate Lounge 1_Gate_Lounge_03
1,0.08680555555555555,14.0,L0 Gate Lounge 1_Gate_Lounge_09
1,0.08680555555555555,10.0,L0 Gate Lounge 1_Gate_Lounge_10
1,0.08680555555555555,13.0,L0 Gate Lounge 1_Gate_Lounge_05
1,0.08680555555555555,19.0,L0 Gate Lounge 1_Gate_Lounge_02
1,0.08680555555555555,16.0,L0 Gate Lounge 1_Gate_Lounge_07
1,0.08680555555555555,10.0,L0 Gate Lounge 1_Gate_Lounge_08
1,0.09027777777777778,1.0,L0 Gate Lounge 1_Gate_Lounge_11
1,0.09027777777777778,10.0,L0 Gate Lounge 1_Gate_Lounge_01
1,0.09027777777777778,16.0,L0 Gate Lounge 1_Gate_Lounge_04
1,0.09027777777777778,2.0,L0 Gate Lounge 1_Gate_Lounge_15
1,0.09027777777777778,1.0,L0 Gate Lounge 1_Gate_Lounge_12
1,0.09027777777777778,5.0,L0 Gate Lounge 1_Gate_Lounge_13
1,0.09027777777777778,2.0,L0 Gate Lounge 1_Gate_Lounge_14
1,0.09027777777777778,7.0,L0 Gate Lounge 1_Gate_Lounge_06
1,0.09027777777777778,17.0,L0 Gate Lounge 1_Gate_Lounge_03
1,0.09027777777777778,9.0,L0 Gate Lounge 1_Gate_Lounge_09
1,0.09027777777777778,4.0,L0 Gate Lounge 1_Gate_Lounge_10
1,0.09027777777777778,8.0,L0 Gate Lounge 1_Gate_Lounge_05
1,0.09027777777777778,17.0,L0 Gate Lounge 1_Gate_Lounge_02
1,0.09027777777777778,8.0,L0 Gate Lounge 1_Gate_Lounge_07
1,0.09027777777777778,1.0,L0 Gate Lounge 1_Gate_Lounge_08
1,0.09375,4.0,L0 Gate Lounge 1_Gate_Lounge_11
1,0.09375,6.0,L0 Gate Lounge 1_Gate_Lounge_01
1,0.09375,6.0,L0 Gate Lounge 1_Gate_Lounge_04
1,0.09375,,L0 Gate Lounge 1_Gate_Lounge_15
1,0.09375,2.0,L0 Gate Lounge 1_Gate_Lounge_12
1,0.09375,,L0 Gate Lounge 1_Gate_Lounge_13
1,0.09375,,L0 Gate Lounge 1_Gate_Lounge_14
1,0.09375,2.0,L0 Gate Lounge 1_Gate_Lounge_06
1,0.09375,4.0,L0 Gate Lounge 1_Gate_Lounge_03
1,0.09375,3.0,L0 Gate Lounge 1_Gate_Lounge_09
1,0.09375,2.0,L0 Gate Lounge 1_Gate_Lounge_10
1,0.09375,3.0,L0 Gate Lounge 1_Gate_Lounge_05
1,0.09375,7.0,L0 Gate Lounge 1_Gate_Lounge_02
1,0.09375,5.0,L0 Gate Lounge 1_Gate_Lounge_07
1,0.09375,,L0 Gate Lounge 1_Gate_Lounge_08
1,0.09722222222222222,1.0,L0 Gate Lounge 1_Gate_Lounge_11
1,0.09722222222222222,1.0,L0 Gate Lounge 1_Gate_Lounge_01
1,0.09722222222222222,2.0,L0 Gate Lounge 1_Gate_Lounge_04
1,0.09722222222222222,1.0,L0 Gate Lounge 1_Gate_Lounge_15
1,0.09722222222222222,,L0 Gate Lounge 1_Gate_Lounge_12
1,0.09722222222222222,,L0 Gate Lounge 1_Gate_Lounge_13
1,0.09722222222222222,,L0 Gate Lounge 1_Gate_Lounge_14
1,0.09722222222222222,1.0,L0 Gate Lounge 1_Gate_Lounge_06
1,0.09722222222222222,1.0,L0 Gate Lounge 1_Gate_Lounge_03
1,0.09722222222222222,,L0 Gate Lounge 1_Gate_Lounge_09
1,0.09722222222222222,,L0 Gate Lounge 1_Gate_Lounge_10
1,0.09722222222222222,1.0,L0 Gate Lounge 1_Gate_Lounge_05
1,0.09722222222222222,2.0,L0 Gate Lounge 1_Gate_Lounge_02
1,0.09722222222222222,1.0,L0 Gate Lounge 1_Gate_Lounge_07
1,0.09722222222222222,,L0 Gate Lounge 1_Gate_Lounge_08
1,0.10069444444444445,,L0 Gate Lounge 1_Gate_Lounge_11
1,0.10069444444444445,,L0 Gate Lounge 1_Gate_Lounge_01
1,0.10069444444444445,1.0,L0 Gate Lounge 1_Gate_Lounge_04
1,0.10069444444444445,,L0 Gate Lounge 1_Gate_Lounge_15
1,0.10069444444444445,,L0 Gate Lounge 1_Gate_Lounge_12
1,0.10069444444444445,,L0 Gate Lounge 1_Gate_Lounge_13
1,0.10069444444444445,,L0 Gate Lounge 1_Gate_Lounge_14
1,0.10069444444444445,,L0 Gate Lounge 1_Gate_Lounge_06
1,0.10069444444444445,,L0 Gate Lounge 1_Gate_Lounge_03
1,0.10069444444444445,1.0,L0 Gate Lounge 1_Gate_Lounge_09
1,0.10069444444444445,,L0 Gate Lounge 1_Gate_Lounge_10
1,0.10069444444444445,1.0,L0 Gate Lounge 1_Gate_Lounge_05
1,0.10069444444444445,,L0 Gate Lounge 1_Gate_Lounge_02
1,0.10069444444444445,,L0 Gate Lounge 1_Gate_Lounge_07
1,0.10069444444444445,,L0 Gate Lounge 1_Gate_Lounge_08
