,ResultsFK,Time,TStartWait_TFinish,CustomColumnID_Assignments_T1_AssignmentBegin__CustomColumnID_Assignments_T2_AssignmentEnd_,BlockIDResourceID,_ImmigrationType
797,1,44013.302083333336,,,L0 Immigration Control 1_Normal_04,Normal
798,1,44013.302083333336,,,L0 Immigration Control 1_Automatic_1,Automatic
799,1,44013.302083333336,,,L0 Immigration Control 1_Normal_03,Normal
800,1,44013.302083333336,,,L0 Immigration Control 1_Normal_01,Normal
801,1,44013.302083333336,,,L0 Immigration Control 1_Normal_02,Normal
802,1,44013.302083333336,,,L0 Immigration Control 1_Normal_07,Normal
803,1,44013.302083333336,,,L0 Immigration Control 1_Normal_09,Normal
804,1,44013.305555555555,,,L0 Immigration Control 1_Automatic_2,Automatic
805,1,44013.305555555555,,,L0 Immigration Control 1_Normal_06,Normal
806,1,44013.305555555555,,,L0 Immigration Control 1_Normal_10,Normal
807,1,44013.305555555555,,,L0 Immigration Control 1_Normal_05,Normal
808,1,44013.305555555555,,,L0 Immigration Control 1_Normal_08,Normal
809,1,44013.305555555555,,,L0 Immigration Control 1_Normal_04,Normal
810,1,44013.305555555555,,,L0 Immigration Control 1_Automatic_1,Automatic
811,1,44013.305555555555,,,L0 Immigration Control 1_Normal_03,Normal
812,1,44013.305555555555,,,L0 Immigration Control 1_Normal_01,Normal
813,1,44013.305555555555,,,L0 Immigration Control 1_Normal_02,Normal
814,1,44013.305555555555,,,L0 Immigration Control 1_Normal_07,Normal
815,1,44013.305555555555,,,L0 Immigration Control 1_Normal_09,Normal
816,1,44013.30902777778,,,L0 Immigration Control 1_Automatic_2,Automatic
817,1,44013.30902777778,,,L0 Immigration Control 1_Normal_06,Normal
818,1,44013.30902777778,,,L0 Immigration Control 1_Normal_10,Normal
819,1,44013.30902777778,,,L0 Immigration Control 1_Normal_05,Normal
820,1,44013.30902777778,,,L0 Immigration Control 1_Normal_08,Normal
821,1,44013.30902777778,,,L0 Immigration Control 1_Normal_04,Normal
822,1,44013.30902777778,,,L0 Immigration Control 1_Automatic_1,Automatic
823,1,44013.30902777778,,,L0 Immigration Control 1_Normal_03,Normal
824,1,44013.30902777778,,,L0 Immigration Control 1_Normal_01,Normal
825,1,44013.30902777778,,,L0 Immigration Control 1_Normal_02,Normal
826,1,44013.30902777778,,,L0 Immigration Control 1_Normal_07,Normal
827,1,44013.30902777778,,,L0 Immigration Control 1_Normal_09,Normal
828,1,44013.3125,,,L0 Immigration Control 1_Automatic_2,Automatic
829,1,44013.3125,,,L0 Immigration Control 1_Normal_06,Normal
830,1,44013.3125,,,L0 Immigration Control 1_Normal_10,Normal
831,1,44013.3125,,,L0 Immigration Control 1_Normal_05,Normal
832,1,44013.3125,,,L0 Immigration Control 1_Normal_08,Normal
833,1,44013.3125,,,L0 Immigration Control 1_Normal_04,Normal
834,1,44013.3125,,,L0 Immigration Control 1_Automatic_1,Automatic
835,1,44013.3125,,,L0 Immigration Control 1_Normal_03,Normal
836,1,44013.3125,,,L0 Immigration Control 1_Normal_01,Normal
837,1,44013.3125,,,L0 Immigration Control 1_Normal_02,Normal
838,1,44013.3125,,,L0 Immigration Control 1_Normal_07,Normal
839,1,44013.3125,,,L0 Immigration Control 1_Normal_09,Normal
840,1,44013.31597222222,,,L0 Immigration Control 1_Automatic_2,Automatic
841,1,44013.31597222222,,,L0 Immigration Control 1_Normal_06,Normal
842,1,44013.31597222222,,,L0 Immigration Control 1_Normal_10,Normal
843,1,44013.31597222222,,,L0 Immigration Control 1_Normal_05,Normal
844,1,44013.31597222222,,,L0 Immigration Control 1_Normal_08,Normal
845,1,44013.31597222222,,,L0 Immigration Control 1_Normal_04,Normal
846,1,44013.31597222222,,,L0 Immigration Control 1_Automatic_1,Automatic
847,1,44013.31597222222,,,L0 Immigration Control 1_Normal_03,Normal
848,1,44013.31597222222,,,L0 Immigration Control 1_Normal_01,Normal
849,1,44013.31597222222,,,L0 Immigration Control 1_Normal_02,Normal
850,1,44013.31597222222,,,L0 Immigration Control 1_Normal_07,Normal
851,1,44013.31597222222,,,L0 Immigration Control 1_Normal_09,Normal
852,1,44013.319444444445,,,L0 Immigration Control 1_Automatic_2,Automatic
853,1,44013.319444444445,,,L0 Immigration Control 1_Normal_06,Normal
854,1,44013.319444444445,,,L0 Immigration Control 1_Normal_10,Normal
855,1,44013.319444444445,,,L0 Immigration Control 1_Normal_05,Normal
856,1,44013.319444444445,,,L0 Immigration Control 1_Normal_08,Normal
857,1,44013.319444444445,,,L0 Immigration Control 1_Normal_04,Normal
858,1,44013.319444444445,,,L0 Immigration Control 1_Automatic_1,Automatic
859,1,44013.319444444445,,,L0 Immigration Control 1_Normal_03,Normal
860,1,44013.319444444445,,,L0 Immigration Control 1_Normal_01,Normal
861,1,44013.319444444445,,,L0 Immigration Control 1_Normal_02,Normal
862,1,44013.319444444445,,,L0 Immigration Control 1_Normal_07,Normal
863,1,44013.319444444445,,,L0 Immigration Control 1_Normal_09,Normal
864,1,44013.322916666664,,,L0 Immigration Control 1_Automatic_2,Automatic
865,1,44013.322916666664,,,L0 Immigration Control 1_Normal_06,Normal
866,1,44013.322916666664,,,L0 Immigration Control 1_Normal_10,Normal
867,1,44013.322916666664,,,L0 Immigration Control 1_Normal_05,Normal
868,1,44013.322916666664,,,L0 Immigration Control 1_Normal_08,Normal
869,1,44013.322916666664,,,L0 Immigration Control 1_Normal_04,Normal
870,1,44013.322916666664,,,L0 Immigration Control 1_Automatic_1,Automatic
871,1,44013.322916666664,,,L0 Immigration Control 1_Normal_03,Normal
872,1,44013.322916666664,,,L0 Immigration Control 1_Normal_01,Normal
873,1,44013.322916666664,,,L0 Immigration Control 1_Normal_02,Normal
874,1,44013.322916666664,,,L0 Immigration Control 1_Normal_07,Normal
875,1,44013.322916666664,,,L0 Immigration Control 1_Normal_09,Normal
876,1,44013.32638888889,,,L0 Immigration Control 1_Automatic_2,Automatic
877,1,44013.32638888889,,,L0 Immigration Control 1_Normal_06,Normal
878,1,44013.32638888889,,,L0 Immigration Control 1_Normal_10,Normal
879,1,44013.32638888889,,,L0 Immigration Control 1_Normal_05,Normal
880,1,44013.32638888889,,,L0 Immigration Control 1_Normal_08,Normal
881,1,44013.32638888889,,,L0 Immigration Control 1_Normal_04,Normal
882,1,44013.32638888889,,,L0 Immigration Control 1_Automatic_1,Automatic
883,1,44013.32638888889,,,L0 Immigration Control 1_Normal_03,Normal
884,1,44013.32638888889,,,L0 Immigration Control 1_Normal_01,Normal
885,1,44013.32638888889,,,L0 Immigration Control 1_Normal_02,Normal
886,1,44013.32638888889,,,L0 Immigration Control 1_Normal_07,Normal
887,1,44013.32638888889,,,L0 Immigration Control 1_Normal_09,Normal
888,1,44013.32986111111,,,L0 Immigration Control 1_Automatic_2,Automatic
889,1,44013.32986111111,,,L0 Immigration Control 1_Normal_06,Normal
890,1,44013.32986111111,,,L0 Immigration Control 1_Normal_10,Normal
891,1,44013.32986111111,,,L0 Immigration Control 1_Normal_05,Normal
892,1,44013.32986111111,,,L0 Immigration Control 1_Normal_08,Normal
893,1,44013.32986111111,,,L0 Immigration Control 1_Normal_04,Normal
894,1,44013.32986111111,,,L0 Immigration Control 1_Automatic_1,Automatic
895,1,44013.32986111111,,,L0 Immigration Control 1_Normal_03,Normal
896,1,44013.32986111111,,,L0 Immigration Control 1_Normal_01,Normal
897,1,44013.32986111111,,,L0 Immigration Control 1_Normal_02,Normal
898,1,44013.32986111111,,,L0 Immigration Control 1_Normal_07,Normal
899,1,44013.32986111111,,,L0 Immigration Control 1_Normal_09,Normal
900,1,44013.333333333336,,,L0 Immigration Control 1_Automatic_2,Automatic
901,1,44013.333333333336,,,L0 Immigration Control 1_Normal_06,Normal
902,1,44013.333333333336,,,L0 Immigration Control 1_Normal_10,Normal
903,1,44013.333333333336,,,L0 Immigration Control 1_Normal_05,Normal
904,1,44013.333333333336,,,L0 Immigration Control 1_Normal_08,Normal
905,1,44013.333333333336,,,L0 Immigration Control 1_Normal_04,Normal
906,1,44013.333333333336,,,L0 Immigration Control 1_Automatic_1,Automatic
907,1,44013.333333333336,,,L0 Immigration Control 1_Normal_03,Normal
908,1,44013.333333333336,,,L0 Immigration Control 1_Normal_01,Normal
909,1,44013.333333333336,,,L0 Immigration Control 1_Normal_02,Normal
910,1,44013.333333333336,,,L0 Immigration Control 1_Normal_07,Normal
911,1,44013.333333333336,,,L0 Immigration Control 1_Normal_09,Normal
912,1,44013.336805555555,,,L0 Immigration Control 1_Automatic_2,Automatic
913,1,44013.336805555555,,,L0 Immigration Control 1_Normal_06,Normal
914,1,44013.336805555555,,,L0 Immigration Control 1_Normal_10,Normal
915,1,44013.336805555555,,,L0 Immigration Control 1_Normal_05,Normal
916,1,44013.336805555555,,,L0 Immigration Control 1_Normal_08,Normal
917,1,44013.336805555555,,,L0 Immigration Control 1_Normal_04,Normal
918,1,44013.336805555555,,,L0 Immigration Control 1_Automatic_1,Automatic
919,1,44013.336805555555,,,L0 Immigration Control 1_Normal_03,Normal
920,1,44013.336805555555,,,L0 Immigration Control 1_Normal_01,Normal
921,1,44013.336805555555,,,L0 Immigration Control 1_Normal_02,Normal
922,1,44013.336805555555,,,L0 Immigration Control 1_Normal_07,Normal
923,1,44013.336805555555,,,L0 Immigration Control 1_Normal_09,Normal
924,1,44013.34027777778,,,L0 Immigration Control 1_Automatic_2,Automatic
925,1,44013.34027777778,,,L0 Immigration Control 1_Normal_06,Normal
926,1,44013.34027777778,,,L0 Immigration Control 1_Normal_10,Normal
927,1,44013.34027777778,,,L0 Immigration Control 1_Normal_05,Normal
928,1,44013.34027777778,,,L0 Immigration Control 1_Normal_08,Normal
929,1,44013.34027777778,,,L0 Immigration Control 1_Normal_04,Normal
930,1,44013.34027777778,,,L0 Immigration Control 1_Automatic_1,Automatic
931,1,44013.34027777778,,,L0 Immigration Control 1_Normal_03,Normal
932,1,44013.34027777778,,,L0 Immigration Control 1_Normal_01,Normal
933,1,44013.34027777778,,,L0 Immigration Control 1_Normal_02,Normal
934,1,44013.34027777778,,,L0 Immigration Control 1_Normal_07,Normal
935,1,44013.34027777778,,,L0 Immigration Control 1_Normal_09,Normal
936,1,44013.34375,,,L0 Immigration Control 1_Automatic_2,Automatic
937,1,44013.34375,,,L0 Immigration Control 1_Normal_06,Normal
938,1,44013.34375,,,L0 Immigration Control 1_Normal_10,Normal
939,1,44013.34375,,,L0 Immigration Control 1_Normal_05,Normal
940,1,44013.34375,,,L0 Immigration Control 1_Normal_08,Normal
941,1,44013.34375,,,L0 Immigration Control 1_Normal_04,Normal
942,1,44013.34375,,,L0 Immigration Control 1_Automatic_1,Automatic
943,1,44013.34375,,,L0 Immigration Control 1_Normal_03,Normal
944,1,44013.34375,,,L0 Immigration Control 1_Normal_01,Normal
945,1,44013.34375,,,L0 Immigration Control 1_Normal_02,Normal
946,1,44013.34375,,,L0 Immigration Control 1_Normal_07,Normal
947,1,44013.34375,,,L0 Immigration Control 1_Normal_09,Normal
948,1,44013.34722222222,,,L0 Immigration Control 1_Automatic_2,Automatic
949,1,44013.34722222222,,,L0 Immigration Control 1_Normal_06,Normal
950,1,44013.34722222222,,,L0 Immigration Control 1_Normal_10,Normal
951,1,44013.34722222222,,,L0 Immigration Control 1_Normal_05,Normal
952,1,44013.34722222222,,,L0 Immigration Control 1_Normal_08,Normal
953,1,44013.34722222222,,,L0 Immigration Control 1_Normal_04,Normal
954,1,44013.34722222222,,,L0 Immigration Control 1_Automatic_1,Automatic
955,1,44013.34722222222,,,L0 Immigration Control 1_Normal_03,Normal
956,1,44013.34722222222,,,L0 Immigration Control 1_Normal_01,Normal
957,1,44013.34722222222,,,L0 Immigration Control 1_Normal_02,Normal
958,1,44013.34722222222,,,L0 Immigration Control 1_Normal_07,Normal
959,1,44013.34722222222,,,L0 Immigration Control 1_Normal_09,Normal
960,1,44013.350694444445,,,L0 Immigration Control 1_Automatic_2,Automatic
961,1,44013.350694444445,,,L0 Immigration Control 1_Normal_06,Normal
962,1,44013.350694444445,,,L0 Immigration Control 1_Normal_10,Normal
963,1,44013.350694444445,,,L0 Immigration Control 1_Normal_05,Normal
964,1,44013.350694444445,,,L0 Immigration Control 1_Normal_08,Normal
965,1,44013.350694444445,,,L0 Immigration Control 1_Normal_04,Normal
966,1,44013.350694444445,,,L0 Immigration Control 1_Automatic_1,Automatic
967,1,44013.350694444445,,,L0 Immigration Control 1_Normal_03,Normal
968,1,44013.350694444445,,,L0 Immigration Control 1_Normal_01,Normal
969,1,44013.350694444445,,,L0 Immigration Control 1_Normal_02,Normal
970,1,44013.350694444445,,,L0 Immigration Control 1_Normal_07,Normal
971,1,44013.350694444445,,,L0 Immigration Control 1_Normal_09,Normal
972,1,44013.354166666664,,,L0 Immigration Control 1_Automatic_2,Automatic
973,1,44013.354166666664,,,L0 Immigration Control 1_Normal_06,Normal
974,1,44013.354166666664,,,L0 Immigration Control 1_Normal_10,Normal
975,1,44013.354166666664,,,L0 Immigration Control 1_Normal_05,Normal
976,1,44013.354166666664,,,L0 Immigration Control 1_Normal_08,Normal
977,1,44013.354166666664,,,L0 Immigration Control 1_Normal_04,Normal
978,1,44013.354166666664,,,L0 Immigration Control 1_Automatic_1,Automatic
979,1,44013.354166666664,,,L0 Immigration Control 1_Normal_03,Normal
980,1,44013.354166666664,,,L0 Immigration Control 1_Normal_01,Normal
981,1,44013.354166666664,,,L0 Immigration Control 1_Normal_02,Normal
982,1,44013.354166666664,,,L0 Immigration Control 1_Normal_07,Normal
983,1,44013.354166666664,,,L0 Immigration Control 1_Normal_09,Normal
984,1,44013.35763888889,,,L0 Immigration Control 1_Automatic_2,Automatic
985,1,44013.35763888889,,,L0 Immigration Control 1_Normal_06,Normal
986,1,44013.35763888889,,,L0 Immigration Control 1_Normal_10,Normal
987,1,44013.35763888889,,,L0 Immigration Control 1_Normal_05,Normal
988,1,44013.35763888889,,,L0 Immigration Control 1_Normal_08,Normal
989,1,44013.35763888889,,,L0 Immigration Control 1_Normal_04,Normal
990,1,44013.35763888889,,,L0 Immigration Control 1_Automatic_1,Automatic
991,1,44013.35763888889,,,L0 Immigration Control 1_Normal_03,Normal
992,1,44013.35763888889,,,L0 Immigration Control 1_Normal_01,Normal
993,1,44013.35763888889,,,L0 Immigration Control 1_Normal_02,Normal
994,1,44013.35763888889,,,L0 Immigration Control 1_Normal_07,Normal
995,1,44013.35763888889,,,L0 Immigration Control 1_Normal_09,Normal
996,1,44013.36111111111,,,L0 Immigration Control 1_Automatic_2,Automatic
997,1,44013.36111111111,,,L0 Immigration Control 1_Normal_06,Normal
998,1,44013.36111111111,,,L0 Immigration Control 1_Normal_10,Normal
999,1,44013.36111111111,,,L0 Immigration Control 1_Normal_05,Normal
1000,1,44013.36111111111,,,L0 Immigration Control 1_Normal_08,Normal
1001,1,44013.36111111111,,,L0 Immigration Control 1_Normal_04,Normal
1002,1,44013.36111111111,,,L0 Immigration Control 1_Automatic_1,Automatic
1003,1,44013.36111111111,,,L0 Immigration Control 1_Normal_03,Normal
1004,1,44013.36111111111,,,L0 Immigration Control 1_Normal_01,Normal
1005,1,44013.36111111111,,,L0 Immigration Control 1_Normal_02,Normal
1006,1,44013.36111111111,,,L0 Immigration Control 1_Normal_07,Normal
1007,1,44013.36111111111,,,L0 Immigration Control 1_Normal_09,Normal
1008,1,44013.364583333336,,,L0 Immigration Control 1_Automatic_2,Automatic
1009,1,44013.364583333336,,,L0 Immigration Control 1_Normal_06,Normal
1010,1,44013.364583333336,,,L0 Immigration Control 1_Normal_10,Normal
1011,1,44013.364583333336,,,L0 Immigration Control 1_Normal_05,Normal
1012,1,44013.364583333336,,,L0 Immigration Control 1_Normal_08,Normal
1013,1,44013.364583333336,,,L0 Immigration Control 1_Normal_04,Normal
1014,1,44013.364583333336,,,L0 Immigration Control 1_Automatic_1,Automatic
1015,1,44013.364583333336,,,L0 Immigration Control 1_Normal_03,Normal
1016,1,44013.364583333336,,,L0 Immigration Control 1_Normal_01,Normal
1017,1,44013.364583333336,,,L0 Immigration Control 1_Normal_02,Normal
1018,1,44013.364583333336,,,L0 Immigration Control 1_Normal_07,Normal
1019,1,44013.364583333336,,,L0 Immigration Control 1_Normal_09,Normal
1020,1,44013.368055555555,,,L0 Immigration Control 1_Automatic_2,Automatic
1021,1,44013.368055555555,,,L0 Immigration Control 1_Normal_06,Normal
1022,1,44013.368055555555,,,L0 Immigration Control 1_Normal_10,Normal
1023,1,44013.368055555555,,,L0 Immigration Control 1_Normal_05,Normal
1024,1,44013.368055555555,,,L0 Immigration Control 1_Normal_08,Normal
1025,1,44013.368055555555,,,L0 Immigration Control 1_Normal_04,Normal
1026,1,44013.368055555555,,,L0 Immigration Control 1_Automatic_1,Automatic
1027,1,44013.368055555555,,,L0 Immigration Control 1_Normal_03,Normal
1028,1,44013.368055555555,,,L0 Immigration Control 1_Normal_01,Normal
1029,1,44013.368055555555,,,L0 Immigration Control 1_Normal_02,Normal
1030,1,44013.368055555555,,,L0 Immigration Control 1_Normal_07,Normal
1031,1,44013.368055555555,,,L0 Immigration Control 1_Normal_09,Normal
1032,1,44013.37152777778,,,L0 Immigration Control 1_Automatic_2,Automatic
1033,1,44013.37152777778,,,L0 Immigration Control 1_Normal_06,Normal
1034,1,44013.37152777778,,,L0 Immigration Control 1_Normal_10,Normal
1035,1,44013.37152777778,,,L0 Immigration Control 1_Normal_05,Normal
1036,1,44013.37152777778,,,L0 Immigration Control 1_Normal_08,Normal
1037,1,44013.37152777778,,,L0 Immigration Control 1_Normal_04,Normal
1038,1,44013.37152777778,,,L0 Immigration Control 1_Automatic_1,Automatic
1039,1,44013.37152777778,,,L0 Immigration Control 1_Normal_03,Normal
1040,1,44013.37152777778,,,L0 Immigration Control 1_Normal_01,Normal
1041,1,44013.37152777778,,,L0 Immigration Control 1_Normal_02,Normal
1042,1,44013.37152777778,,,L0 Immigration Control 1_Normal_07,Normal
1043,1,44013.37152777778,,,L0 Immigration Control 1_Normal_09,Normal
1044,1,44013.375,,,L0 Immigration Control 1_Automatic_2,Automatic
1045,1,44013.375,,,L0 Immigration Control 1_Normal_06,Normal
1046,1,44013.375,,,L0 Immigration Control 1_Normal_10,Normal
1047,1,44013.375,,,L0 Immigration Control 1_Normal_05,Normal
1048,1,44013.375,,,L0 Immigration Control 1_Normal_08,Normal
1049,1,44013.375,,,L0 Immigration Control 1_Normal_04,Normal
1050,1,44013.375,,,L0 Immigration Control 1_Automatic_1,Automatic
1051,1,44013.375,,,L0 Immigration Control 1_Normal_03,Normal
1052,1,44013.375,,,L0 Immigration Control 1_Normal_01,Normal
1053,1,44013.375,,,L0 Immigration Control 1_Normal_02,Normal
1054,1,44013.375,,,L0 Immigration Control 1_Normal_07,Normal
1055,1,44013.375,,,L0 Immigration Control 1_Normal_09,Normal
1056,1,44013.37847222222,,,L0 Immigration Control 1_Automatic_2,Automatic
1057,1,44013.37847222222,,,L0 Immigration Control 1_Normal_06,Normal
1058,1,44013.37847222222,,,L0 Immigration Control 1_Normal_10,Normal
1059,1,44013.37847222222,,,L0 Immigration Control 1_Normal_05,Normal
1060,1,44013.37847222222,,,L0 Immigration Control 1_Normal_08,Normal
1061,1,44013.37847222222,,,L0 Immigration Control 1_Normal_04,Normal
1062,1,44013.37847222222,,,L0 Immigration Control 1_Automatic_1,Automatic
1063,1,44013.37847222222,,,L0 Immigration Control 1_Normal_03,Normal
1064,1,44013.37847222222,,,L0 Immigration Control 1_Normal_01,Normal
1065,1,44013.37847222222,,,L0 Immigration Control 1_Normal_02,Normal
1066,1,44013.37847222222,,,L0 Immigration Control 1_Normal_07,Normal
1067,1,44013.37847222222,,,L0 Immigration Control 1_Normal_09,Normal
1068,1,44013.381944444445,,,L0 Immigration Control 1_Automatic_2,Automatic
1069,1,44013.381944444445,,,L0 Immigration Control 1_Normal_06,Normal
1070,1,44013.381944444445,,,L0 Immigration Control 1_Normal_10,Normal
1071,1,44013.381944444445,,,L0 Immigration Control 1_Normal_05,Normal
1072,1,44013.381944444445,,,L0 Immigration Control 1_Normal_08,Normal
1073,1,44013.381944444445,,,L0 Immigration Control 1_Normal_04,Normal
1074,1,44013.381944444445,,,L0 Immigration Control 1_Automatic_1,Automatic
1075,1,44013.381944444445,,,L0 Immigration Control 1_Normal_03,Normal
1076,1,44013.381944444445,,,L0 Immigration Control 1_Normal_01,Normal
1077,1,44013.381944444445,,,L0 Immigration Control 1_Normal_02,Normal
1078,1,44013.381944444445,,,L0 Immigration Control 1_Normal_07,Normal
1079,1,44013.381944444445,,,L0 Immigration Control 1_Normal_09,Normal
1080,1,44013.385416666664,,,L0 Immigration Control 1_Automatic_2,Automatic
1081,1,44013.385416666664,,,L0 Immigration Control 1_Normal_06,Normal
1082,1,44013.385416666664,,,L0 Immigration Control 1_Normal_10,Normal
1083,1,44013.385416666664,,,L0 Immigration Control 1_Normal_05,Normal
1084,1,44013.385416666664,,,L0 Immigration Control 1_Normal_08,Normal
1085,1,44013.385416666664,,,L0 Immigration Control 1_Normal_04,Normal
1086,1,44013.385416666664,,,L0 Immigration Control 1_Automatic_1,Automatic
1087,1,44013.385416666664,,,L0 Immigration Control 1_Normal_03,Normal
1088,1,44013.385416666664,,,L0 Immigration Control 1_Normal_01,Normal
1089,1,44013.385416666664,,,L0 Immigration Control 1_Normal_02,Normal
1090,1,44013.385416666664,,,L0 Immigration Control 1_Normal_07,Normal
1091,1,44013.385416666664,,,L0 Immigration Control 1_Normal_09,Normal
1092,1,44013.38888888889,,,L0 Immigration Control 1_Automatic_2,Automatic
1093,1,44013.38888888889,,,L0 Immigration Control 1_Normal_06,Normal
1094,1,44013.38888888889,,,L0 Immigration Control 1_Normal_10,Normal
1095,1,44013.38888888889,,,L0 Immigration Control 1_Normal_05,Normal
1096,1,44013.38888888889,,,L0 Immigration Control 1_Normal_08,Normal
1097,1,44013.38888888889,,,L0 Immigration Control 1_Normal_04,Normal
1098,1,44013.38888888889,,,L0 Immigration Control 1_Automatic_1,Automatic
1099,1,44013.38888888889,,,L0 Immigration Control 1_Normal_03,Normal
1100,1,44013.38888888889,,,L0 Immigration Control 1_Normal_01,Normal
1101,1,44013.38888888889,,,L0 Immigration Control 1_Normal_02,Normal
1102,1,44013.38888888889,,,L0 Immigration Control 1_Normal_07,Normal
1103,1,44013.38888888889,,,L0 Immigration Control 1_Normal_09,Normal
1104,1,44013.39236111111,,,L0 Immigration Control 1_Automatic_2,Automatic
1105,1,44013.39236111111,,,L0 Immigration Control 1_Normal_06,Normal
1106,1,44013.39236111111,,,L0 Immigration Control 1_Normal_10,Normal
1107,1,44013.39236111111,,,L0 Immigration Control 1_Normal_05,Normal
1108,1,44013.39236111111,,,L0 Immigration Control 1_Normal_08,Normal
1109,1,44013.39236111111,,,L0 Immigration Control 1_Normal_04,Normal
1110,1,44013.39236111111,,,L0 Immigration Control 1_Automatic_1,Automatic
1111,1,44013.39236111111,,,L0 Immigration Control 1_Normal_03,Normal
1112,1,44013.39236111111,,,L0 Immigration Control 1_Normal_01,Normal
1113,1,44013.39236111111,,,L0 Immigration Control 1_Normal_02,Normal
1114,1,44013.39236111111,,,L0 Immigration Control 1_Normal_07,Normal
1115,1,44013.39236111111,,,L0 Immigration Control 1_Normal_09,Normal
1116,1,44013.395833333336,,,L0 Immigration Control 1_Automatic_2,Automatic
1117,1,44013.395833333336,,,L0 Immigration Control 1_Normal_06,Normal
1118,1,44013.395833333336,,,L0 Immigration Control 1_Normal_10,Normal
1119,1,44013.395833333336,,,L0 Immigration Control 1_Normal_05,Normal
1120,1,44013.395833333336,,,L0 Immigration Control 1_Normal_08,Normal
1121,1,44013.395833333336,,,L0 Immigration Control 1_Normal_04,Normal
1122,1,44013.395833333336,,,L0 Immigration Control 1_Automatic_1,Automatic
1123,1,44013.395833333336,,,L0 Immigration Control 1_Normal_03,Normal
1124,1,44013.395833333336,,,L0 Immigration Control 1_Normal_01,Normal
1125,1,44013.395833333336,,,L0 Immigration Control 1_Normal_02,Normal
1126,1,44013.395833333336,,,L0 Immigration Control 1_Normal_07,Normal
1127,1,44013.395833333336,,,L0 Immigration Control 1_Normal_09,Normal
1128,1,44013.399305555555,,,L0 Immigration Control 1_Automatic_2,Automatic
1129,1,44013.399305555555,,,L0 Immigration Control 1_Normal_06,Normal
1130,1,44013.399305555555,,,L0 Immigration Control 1_Normal_10,Normal
1131,1,44013.399305555555,,,L0 Immigration Control 1_Normal_05,Normal
1132,1,44013.399305555555,,,L0 Immigration Control 1_Normal_08,Normal
1133,1,44013.399305555555,,,L0 Immigration Control 1_Normal_04,Normal
1134,1,44013.399305555555,,,L0 Immigration Control 1_Automatic_1,Automatic
1135,1,44013.399305555555,,,L0 Immigration Control 1_Normal_03,Normal
1136,1,44013.399305555555,,,L0 Immigration Control 1_Normal_01,Normal
1137,1,44013.399305555555,,,L0 Immigration Control 1_Normal_02,Normal
1138,1,44013.399305555555,,,L0 Immigration Control 1_Normal_07,Normal
1139,1,44013.399305555555,,,L0 Immigration Control 1_Normal_09,Normal
1140,1,44013.40277777778,,,L0 Immigration Control 1_Automatic_2,Automatic
1141,1,44013.40277777778,,,L0 Immigration Control 1_Normal_06,Normal
1142,1,44013.40277777778,,,L0 Immigration Control 1_Normal_10,Normal
1143,1,44013.40277777778,,,L0 Immigration Control 1_Normal_05,Normal
1144,1,44013.40277777778,,,L0 Immigration Control 1_Normal_08,Normal
1145,1,44013.40277777778,,,L0 Immigration Control 1_Normal_04,Normal
1146,1,44013.40277777778,,,L0 Immigration Control 1_Automatic_1,Automatic
1147,1,44013.40277777778,,,L0 Immigration Control 1_Normal_03,Normal
1148,1,44013.40277777778,,,L0 Immigration Control 1_Normal_01,Normal
1149,1,44013.40277777778,,,L0 Immigration Control 1_Normal_02,Normal
1150,1,44013.40277777778,,,L0 Immigration Control 1_Normal_07,Normal
1151,1,44013.40277777778,,,L0 Immigration Control 1_Normal_09,Normal
1152,1,44013.40625,,,L0 Immigration Control 1_Automatic_2,Automatic
1153,1,44013.40625,,,L0 Immigration Control 1_Normal_06,Normal
1154,1,44013.40625,,,L0 Immigration Control 1_Normal_10,Normal
1155,1,44013.40625,,,L0 Immigration Control 1_Normal_05,Normal
1156,1,44013.40625,,,L0 Immigration Control 1_Normal_08,Normal
1157,1,44013.40625,,,L0 Immigration Control 1_Normal_04,Normal
1158,1,44013.40625,,,L0 Immigration Control 1_Automatic_1,Automatic
1159,1,44013.40625,,,L0 Immigration Control 1_Normal_03,Normal
1160,1,44013.40625,,,L0 Immigration Control 1_Normal_01,Normal
1161,1,44013.40625,,,L0 Immigration Control 1_Normal_02,Normal
1162,1,44013.40625,,,L0 Immigration Control 1_Normal_07,Normal
1163,1,44013.40625,,,L0 Immigration Control 1_Normal_09,Normal
1164,1,44013.40972222222,,,L0 Immigration Control 1_Automatic_2,Automatic
1165,1,44013.40972222222,,,L0 Immigration Control 1_Normal_06,Normal
1166,1,44013.40972222222,,,L0 Immigration Control 1_Normal_10,Normal
1167,1,44013.40972222222,,,L0 Immigration Control 1_Normal_05,Normal
1168,1,44013.40972222222,,,L0 Immigration Control 1_Normal_08,Normal
1169,1,44013.40972222222,,,L0 Immigration Control 1_Normal_04,Normal
1170,1,44013.40972222222,,,L0 Immigration Control 1_Automatic_1,Automatic
1171,1,44013.40972222222,,,L0 Immigration Control 1_Normal_03,Normal
1172,1,44013.40972222222,,,L0 Immigration Control 1_Normal_01,Normal
1173,1,44013.40972222222,,,L0 Immigration Control 1_Normal_02,Normal
1174,1,44013.40972222222,,,L0 Immigration Control 1_Normal_07,Normal
1175,1,44013.40972222222,,,L0 Immigration Control 1_Normal_09,Normal
1176,1,44013.413194444445,,,L0 Immigration Control 1_Automatic_2,Automatic
