ResultsFK,Time,TStartWait_TFinish,CustomColumnID_Assignments_T1_AssignmentBegin__CustomColumnID_Assignments_T2_AssignmentEnd_,BlockIDResourceID
1,44013.163194444445,16.0,344.0,L0 Security Control 1_Common Usage_7
1,44013.163194444445,,,L0 Security Control 1_Common Usage_5
1,44013.163194444445,17.0,403.0,L0 Security Control 1_Common Usage_8
1,44013.163194444445,,,L0 Security Control 1_Common Usage_3
1,44013.163194444445,17.0,274.0,L0 Security Control 1_Common Usage_6
1,44013.163194444445,,,L0 Security Control 1_Common Usage_2
1,44013.163194444445,,,L0 Security Control 1_Common Usage_4
1,44013.163194444445,,,L0 Security Control 1_Common Usage_1
1,44013.166666666664,17.0,2268.0,L0 Security Control 1_Common Usage_9
1,44013.166666666664,18.0,344.0,L0 Security Control 1_Common Usage_7
1,44013.166666666664,,,L0 Security Control 1_Common Usage_5
1,44013.166666666664,17.0,403.0,L0 Security Control 1_Common Usage_8
1,44013.166666666664,,,L0 Security Control 1_Common Usage_3
1,44013.166666666664,17.0,274.0,L0 Security Control 1_Common Usage_6
1,44013.166666666664,,,L0 Security Control 1_Common Usage_2
1,44013.166666666664,,,L0 Security Control 1_Common Usage_4
1,44013.166666666664,,,L0 Security Control 1_Common Usage_1
1,44013.17013888889,17.0,2268.0,L0 Security Control 1_Common Usage_9
1,44013.17013888889,17.0,344.0,L0 Security Control 1_Common Usage_7
1,44013.17013888889,,,L0 Security Control 1_Common Usage_5
1,44013.17013888889,17.0,403.0,L0 Security Control 1_Common Usage_8
1,44013.17013888889,,,L0 Security Control 1_Common Usage_3
1,44013.17013888889,16.0,274.0,L0 Security Control 1_Common Usage_6
1,44013.17013888889,,,L0 Security Control 1_Common Usage_2
1,44013.17013888889,,,L0 Security Control 1_Common Usage_4
1,44013.17013888889,,,L0 Security Control 1_Common Usage_1
1,44013.17361111111,16.0,2268.0,L0 Security Control 1_Common Usage_9
1,44013.17361111111,16.0,344.0,L0 Security Control 1_Common Usage_7
1,44013.17361111111,16.0,245.0,L0 Security Control 1_Common Usage_5
1,44013.17361111111,16.0,403.0,L0 Security Control 1_Common Usage_8
1,44013.17361111111,,,L0 Security Control 1_Common Usage_3
1,44013.17361111111,16.0,274.0,L0 Security Control 1_Common Usage_6
1,44013.17361111111,,,L0 Security Control 1_Common Usage_2
1,44013.17361111111,,,L0 Security Control 1_Common Usage_4
1,44013.17361111111,,,L0 Security Control 1_Common Usage_1
1,44013.177083333336,16.0,2268.0,L0 Security Control 1_Common Usage_9
1,44013.177083333336,16.0,344.0,L0 Security Control 1_Common Usage_7
1,44013.177083333336,16.0,245.0,L0 Security Control 1_Common Usage_5
1,44013.177083333336,16.0,403.0,L0 Security Control 1_Common Usage_8
1,44013.177083333336,,,L0 Security Control 1_Common Usage_3
1,44013.177083333336,15.0,274.0,L0 Security Control 1_Common Usage_6
1,44013.177083333336,,,L0 Security Control 1_Common Usage_2
1,44013.177083333336,,,L0 Security Control 1_Common Usage_4
1,44013.177083333336,,,L0 Security Control 1_Common Usage_1
1,44013.180555555555,16.0,2268.0,L0 Security Control 1_Common Usage_9
1,44013.180555555555,16.0,344.0,L0 Security Control 1_Common Usage_7
1,44013.180555555555,16.0,245.0,L0 Security Control 1_Common Usage_5
1,44013.180555555555,15.0,403.0,L0 Security Control 1_Common Usage_8
1,44013.180555555555,,,L0 Security Control 1_Common Usage_3
1,44013.180555555555,15.0,274.0,L0 Security Control 1_Common Usage_6
1,44013.180555555555,,,L0 Security Control 1_Common Usage_2
1,44013.180555555555,,,L0 Security Control 1_Common Usage_4
1,44013.180555555555,,,L0 Security Control 1_Common Usage_1
1,44013.18402777778,17.0,2268.0,L0 Security Control 1_Common Usage_9
1,44013.18402777778,17.0,344.0,L0 Security Control 1_Common Usage_7
1,44013.18402777778,17.0,245.0,L0 Security Control 1_Common Usage_5
1,44013.18402777778,17.0,403.0,L0 Security Control 1_Common Usage_8
1,44013.18402777778,,,L0 Security Control 1_Common Usage_3
1,44013.18402777778,17.0,274.0,L0 Security Control 1_Common Usage_6
1,44013.18402777778,,,L0 Security Control 1_Common Usage_2
1,44013.18402777778,17.0,166.0,L0 Security Control 1_Common Usage_4
1,44013.18402777778,,,L0 Security Control 1_Common Usage_1
1,44013.1875,18.0,2268.0,L0 Security Control 1_Common Usage_9
1,44013.1875,17.0,344.0,L0 Security Control 1_Common Usage_7
1,44013.1875,18.0,245.0,L0 Security Control 1_Common Usage_5
1,44013.1875,18.0,403.0,L0 Security Control 1_Common Usage_8
1,44013.1875,,,L0 Security Control 1_Common Usage_3
1,44013.1875,18.0,274.0,L0 Security Control 1_Common Usage_6
1,44013.1875,,,L0 Security Control 1_Common Usage_2
1,44013.1875,18.0,166.0,L0 Security Control 1_Common Usage_4
1,44013.1875,,,L0 Security Control 1_Common Usage_1
1,44013.19097222222,18.0,2268.0,L0 Security Control 1_Common Usage_9
1,44013.19097222222,16.0,344.0,L0 Security Control 1_Common Usage_7
1,44013.19097222222,17.0,245.0,L0 Security Control 1_Common Usage_5
1,44013.19097222222,16.0,403.0,L0 Security Control 1_Common Usage_8
1,44013.19097222222,,,L0 Security Control 1_Common Usage_3
1,44013.19097222222,16.0,274.0,L0 Security Control 1_Common Usage_6
1,44013.19097222222,,,L0 Security Control 1_Common Usage_2
1,44013.19097222222,17.0,166.0,L0 Security Control 1_Common Usage_4
1,44013.19097222222,,,L0 Security Control 1_Common Usage_1
1,44013.194444444445,16.0,2268.0,L0 Security Control 1_Common Usage_9
1,44013.194444444445,17.0,344.0,L0 Security Control 1_Common Usage_7
1,44013.194444444445,17.0,245.0,L0 Security Control 1_Common Usage_5
1,44013.194444444445,17.0,403.0,L0 Security Control 1_Common Usage_8
1,44013.194444444445,17.0,138.0,L0 Security Control 1_Common Usage_3
1,44013.194444444445,17.0,274.0,L0 Security Control 1_Common Usage_6
1,44013.194444444445,16.0,137.0,L0 Security Control 1_Common Usage_2
1,44013.194444444445,17.0,166.0,L0 Security Control 1_Common Usage_4
1,44013.194444444445,,,L0 Security Control 1_Common Usage_1
1,44013.197916666664,17.0,2268.0,L0 Security Control 1_Common Usage_9
1,44013.197916666664,17.0,344.0,L0 Security Control 1_Common Usage_7
1,44013.197916666664,17.0,245.0,L0 Security Control 1_Common Usage_5
1,44013.197916666664,17.0,403.0,L0 Security Control 1_Common Usage_8
1,44013.197916666664,18.0,138.0,L0 Security Control 1_Common Usage_3
1,44013.197916666664,17.0,274.0,L0 Security Control 1_Common Usage_6
1,44013.197916666664,17.0,137.0,L0 Security Control 1_Common Usage_2
1,44013.197916666664,17.0,166.0,L0 Security Control 1_Common Usage_4
1,44013.197916666664,,,L0 Security Control 1_Common Usage_1
1,44013.20138888889,17.0,2268.0,L0 Security Control 1_Common Usage_9
1,44013.20138888889,17.0,344.0,L0 Security Control 1_Common Usage_7
1,44013.20138888889,17.0,245.0,L0 Security Control 1_Common Usage_5
1,44013.20138888889,17.0,403.0,L0 Security Control 1_Common Usage_8
1,44013.20138888889,17.0,138.0,L0 Security Control 1_Common Usage_3
1,44013.20138888889,17.0,274.0,L0 Security Control 1_Common Usage_6
1,44013.20138888889,17.0,137.0,L0 Security Control 1_Common Usage_2
1,44013.20138888889,17.0,166.0,L0 Security Control 1_Common Usage_4
1,44013.20138888889,,,L0 Security Control 1_Common Usage_1
1,44013.20486111111,17.0,2268.0,L0 Security Control 1_Common Usage_9
1,44013.20486111111,17.0,344.0,L0 Security Control 1_Common Usage_7
1,44013.20486111111,17.0,245.0,L0 Security Control 1_Common Usage_5
1,44013.20486111111,17.0,403.0,L0 Security Control 1_Common Usage_8
1,44013.20486111111,17.0,138.0,L0 Security Control 1_Common Usage_3
1,44013.20486111111,17.0,274.0,L0 Security Control 1_Common Usage_6
1,44013.20486111111,17.0,137.0,L0 Security Control 1_Common Usage_2
1,44013.20486111111,17.0,166.0,L0 Security Control 1_Common Usage_4
1,44013.20486111111,,,L0 Security Control 1_Common Usage_1
1,44013.208333333336,18.0,2268.0,L0 Security Control 1_Common Usage_9
1,44013.208333333336,18.0,344.0,L0 Security Control 1_Common Usage_7
1,44013.208333333336,17.0,245.0,L0 Security Control 1_Common Usage_5
1,44013.208333333336,17.0,403.0,L0 Security Control 1_Common Usage_8
1,44013.208333333336,18.0,138.0,L0 Security Control 1_Common Usage_3
1,44013.208333333336,17.0,274.0,L0 Security Control 1_Common Usage_6
1,44013.208333333336,18.0,137.0,L0 Security Control 1_Common Usage_2
1,44013.208333333336,17.0,166.0,L0 Security Control 1_Common Usage_4
1,44013.208333333336,,,L0 Security Control 1_Common Usage_1
1,44013.211805555555,17.0,2268.0,L0 Security Control 1_Common Usage_9
1,44013.211805555555,18.0,344.0,L0 Security Control 1_Common Usage_7
1,44013.211805555555,18.0,245.0,L0 Security Control 1_Common Usage_5
1,44013.211805555555,17.0,403.0,L0 Security Control 1_Common Usage_8
1,44013.211805555555,17.0,138.0,L0 Security Control 1_Common Usage_3
1,44013.211805555555,18.0,274.0,L0 Security Control 1_Common Usage_6
1,44013.211805555555,17.0,137.0,L0 Security Control 1_Common Usage_2
1,44013.211805555555,17.0,166.0,L0 Security Control 1_Common Usage_4
1,44013.211805555555,,,L0 Security Control 1_Common Usage_1
1,44013.21527777778,17.0,2268.0,L0 Security Control 1_Common Usage_9
1,44013.21527777778,18.0,344.0,L0 Security Control 1_Common Usage_7
1,44013.21527777778,17.0,245.0,L0 Security Control 1_Common Usage_5
1,44013.21527777778,17.0,403.0,L0 Security Control 1_Common Usage_8
1,44013.21527777778,17.0,138.0,L0 Security Control 1_Common Usage_3
1,44013.21527777778,18.0,274.0,L0 Security Control 1_Common Usage_6
1,44013.21527777778,17.0,137.0,L0 Security Control 1_Common Usage_2
1,44013.21527777778,17.0,166.0,L0 Security Control 1_Common Usage_4
1,44013.21527777778,,,L0 Security Control 1_Common Usage_1
1,44013.21875,18.0,2268.0,L0 Security Control 1_Common Usage_9
1,44013.21875,18.0,344.0,L0 Security Control 1_Common Usage_7
1,44013.21875,18.0,245.0,L0 Security Control 1_Common Usage_5
1,44013.21875,18.0,403.0,L0 Security Control 1_Common Usage_8
1,44013.21875,18.0,138.0,L0 Security Control 1_Common Usage_3
1,44013.21875,18.0,274.0,L0 Security Control 1_Common Usage_6
1,44013.21875,18.0,137.0,L0 Security Control 1_Common Usage_2
1,44013.21875,17.0,166.0,L0 Security Control 1_Common Usage_4
1,44013.21875,,,L0 Security Control 1_Common Usage_1
1,44013.22222222222,19.0,2268.0,L0 Security Control 1_Common Usage_9
1,44013.22222222222,20.0,344.0,L0 Security Control 1_Common Usage_7
1,44013.22222222222,20.0,245.0,L0 Security Control 1_Common Usage_5
1,44013.22222222222,19.0,403.0,L0 Security Control 1_Common Usage_8
1,44013.22222222222,19.0,138.0,L0 Security Control 1_Common Usage_3
1,44013.22222222222,20.0,274.0,L0 Security Control 1_Common Usage_6
1,44013.22222222222,19.0,137.0,L0 Security Control 1_Common Usage_2
1,44013.22222222222,19.0,166.0,L0 Security Control 1_Common Usage_4
1,44013.22222222222,19.0,58.0,L0 Security Control 1_Common Usage_1
1,44013.225694444445,19.0,2268.0,L0 Security Control 1_Common Usage_9
1,44013.225694444445,20.0,344.0,L0 Security Control 1_Common Usage_7
1,44013.225694444445,19.0,245.0,L0 Security Control 1_Common Usage_5
1,44013.225694444445,18.0,403.0,L0 Security Control 1_Common Usage_8
1,44013.225694444445,19.0,138.0,L0 Security Control 1_Common Usage_3
1,44013.225694444445,20.0,274.0,L0 Security Control 1_Common Usage_6
1,44013.225694444445,19.0,137.0,L0 Security Control 1_Common Usage_2
1,44013.225694444445,19.0,166.0,L0 Security Control 1_Common Usage_4
1,44013.225694444445,19.0,58.0,L0 Security Control 1_Common Usage_1
1,44013.229166666664,19.0,2268.0,L0 Security Control 1_Common Usage_9
1,44013.229166666664,19.0,344.0,L0 Security Control 1_Common Usage_7
1,44013.229166666664,20.0,245.0,L0 Security Control 1_Common Usage_5
1,44013.229166666664,20.0,403.0,L0 Security Control 1_Common Usage_8
1,44013.229166666664,20.0,138.0,L0 Security Control 1_Common Usage_3
1,44013.229166666664,21.0,274.0,L0 Security Control 1_Common Usage_6
1,44013.229166666664,20.0,137.0,L0 Security Control 1_Common Usage_2
1,44013.229166666664,19.0,166.0,L0 Security Control 1_Common Usage_4
1,44013.229166666664,20.0,58.0,L0 Security Control 1_Common Usage_1
1,44013.23263888889,19.0,2268.0,L0 Security Control 1_Common Usage_9
1,44013.23263888889,19.0,344.0,L0 Security Control 1_Common Usage_7
1,44013.23263888889,20.0,245.0,L0 Security Control 1_Common Usage_5
1,44013.23263888889,20.0,403.0,L0 Security Control 1_Common Usage_8
1,44013.23263888889,20.0,138.0,L0 Security Control 1_Common Usage_3
1,44013.23263888889,20.0,274.0,L0 Security Control 1_Common Usage_6
1,44013.23263888889,20.0,137.0,L0 Security Control 1_Common Usage_2
1,44013.23263888889,19.0,166.0,L0 Security Control 1_Common Usage_4
1,44013.23263888889,21.0,58.0,L0 Security Control 1_Common Usage_1
1,44013.23611111111,18.0,2268.0,L0 Security Control 1_Common Usage_9
1,44013.23611111111,19.0,344.0,L0 Security Control 1_Common Usage_7
1,44013.23611111111,18.0,245.0,L0 Security Control 1_Common Usage_5
1,44013.23611111111,20.0,403.0,L0 Security Control 1_Common Usage_8
1,44013.23611111111,18.0,,L0 Security Control 1_Common Usage_3
1,44013.23611111111,19.0,274.0,L0 Security Control 1_Common Usage_6
1,44013.23611111111,19.0,,L0 Security Control 1_Common Usage_2
1,44013.23611111111,18.0,,L0 Security Control 1_Common Usage_4
1,44013.23611111111,18.0,,L0 Security Control 1_Common Usage_1
1,44013.239583333336,16.0,2268.0,L0 Security Control 1_Common Usage_9
1,44013.239583333336,17.0,344.0,L0 Security Control 1_Common Usage_7
1,44013.239583333336,17.0,245.0,L0 Security Control 1_Common Usage_5
1,44013.239583333336,18.0,403.0,L0 Security Control 1_Common Usage_8
1,44013.239583333336,7.0,,L0 Security Control 1_Common Usage_3
1,44013.239583333336,18.0,274.0,L0 Security Control 1_Common Usage_6
1,44013.239583333336,8.0,,L0 Security Control 1_Common Usage_2
1,44013.239583333336,8.0,,L0 Security Control 1_Common Usage_4
1,44013.239583333336,8.0,,L0 Security Control 1_Common Usage_1
1,44013.243055555555,15.0,2268.0,L0 Security Control 1_Common Usage_9
1,44013.243055555555,15.0,344.0,L0 Security Control 1_Common Usage_7
1,44013.243055555555,16.0,245.0,L0 Security Control 1_Common Usage_5
1,44013.243055555555,16.0,403.0,L0 Security Control 1_Common Usage_8
1,44013.243055555555,,,L0 Security Control 1_Common Usage_3
1,44013.243055555555,16.0,274.0,L0 Security Control 1_Common Usage_6
1,44013.243055555555,,,L0 Security Control 1_Common Usage_2
1,44013.243055555555,,,L0 Security Control 1_Common Usage_4
1,44013.243055555555,,,L0 Security Control 1_Common Usage_1
1,44013.24652777778,14.0,2268.0,L0 Security Control 1_Common Usage_9
1,44013.24652777778,15.0,344.0,L0 Security Control 1_Common Usage_7
1,44013.24652777778,15.0,245.0,L0 Security Control 1_Common Usage_5
1,44013.24652777778,15.0,403.0,L0 Security Control 1_Common Usage_8
1,44013.24652777778,,,L0 Security Control 1_Common Usage_3
1,44013.24652777778,15.0,274.0,L0 Security Control 1_Common Usage_6
1,44013.24652777778,,,L0 Security Control 1_Common Usage_2
1,44013.24652777778,,,L0 Security Control 1_Common Usage_4
1,44013.24652777778,,,L0 Security Control 1_Common Usage_1
1,44013.25,15.0,2268.0,L0 Security Control 1_Common Usage_9
1,44013.25,14.0,344.0,L0 Security Control 1_Common Usage_7
1,44013.25,15.0,245.0,L0 Security Control 1_Common Usage_5
1,44013.25,15.0,403.0,L0 Security Control 1_Common Usage_8
1,44013.25,,,L0 Security Control 1_Common Usage_3
1,44013.25,14.0,274.0,L0 Security Control 1_Common Usage_6
1,44013.25,,,L0 Security Control 1_Common Usage_2
1,44013.25,,,L0 Security Control 1_Common Usage_4
1,44013.25,,,L0 Security Control 1_Common Usage_1
1,44013.25347222222,17.0,2268.0,L0 Security Control 1_Common Usage_9
1,44013.25347222222,17.0,344.0,L0 Security Control 1_Common Usage_7
1,44013.25347222222,13.0,245.0,L0 Security Control 1_Common Usage_5
1,44013.25347222222,17.0,403.0,L0 Security Control 1_Common Usage_8
1,44013.25347222222,,,L0 Security Control 1_Common Usage_3
1,44013.25347222222,14.0,274.0,L0 Security Control 1_Common Usage_6
1,44013.25347222222,,,L0 Security Control 1_Common Usage_2
1,44013.25347222222,,,L0 Security Control 1_Common Usage_4
1,44013.25347222222,,,L0 Security Control 1_Common Usage_1
1,44013.256944444445,16.0,2268.0,L0 Security Control 1_Common Usage_9
1,44013.256944444445,17.0,344.0,L0 Security Control 1_Common Usage_7
1,44013.256944444445,3.0,,L0 Security Control 1_Common Usage_5
1,44013.256944444445,16.0,403.0,L0 Security Control 1_Common Usage_8
1,44013.256944444445,,,L0 Security Control 1_Common Usage_3
1,44013.256944444445,4.0,,L0 Security Control 1_Common Usage_6
1,44013.256944444445,,,L0 Security Control 1_Common Usage_2
1,44013.256944444445,,,L0 Security Control 1_Common Usage_4
1,44013.256944444445,,,L0 Security Control 1_Common Usage_1
1,44013.260416666664,17.0,2268.0,L0 Security Control 1_Common Usage_9
1,44013.260416666664,14.0,,L0 Security Control 1_Common Usage_7
1,44013.260416666664,,,L0 Security Control 1_Common Usage_5
1,44013.260416666664,13.0,,L0 Security Control 1_Common Usage_8
1,44013.260416666664,,,L0 Security Control 1_Common Usage_3
1,44013.260416666664,,,L0 Security Control 1_Common Usage_6
1,44013.260416666664,,,L0 Security Control 1_Common Usage_2
1,44013.260416666664,,,L0 Security Control 1_Common Usage_4
1,44013.260416666664,,,L0 Security Control 1_Common Usage_1
1,44013.26388888889,7.0,2268.0,L0 Security Control 1_Common Usage_9
1,44013.26388888889,4.0,,L0 Security Control 1_Common Usage_7
1,44013.26388888889,,,L0 Security Control 1_Common Usage_5
1,44013.26388888889,3.0,,L0 Security Control 1_Common Usage_8
1,44013.26388888889,,,L0 Security Control 1_Common Usage_3
1,44013.26388888889,,,L0 Security Control 1_Common Usage_6
1,44013.26388888889,,,L0 Security Control 1_Common Usage_2
1,44013.26388888889,,,L0 Security Control 1_Common Usage_4
1,44013.26388888889,,,L0 Security Control 1_Common Usage_1
1,44013.26736111111,4.0,2268.0,L0 Security Control 1_Common Usage_9
1,44013.26736111111,,,L0 Security Control 1_Common Usage_7
1,44013.26736111111,,,L0 Security Control 1_Common Usage_5
1,44013.26736111111,,,L0 Security Control 1_Common Usage_8
1,44013.26736111111,,,L0 Security Control 1_Common Usage_3
1,44013.26736111111,,,L0 Security Control 1_Common Usage_6
1,44013.26736111111,,,L0 Security Control 1_Common Usage_2
1,44013.26736111111,,,L0 Security Control 1_Common Usage_4
1,44013.26736111111,,,L0 Security Control 1_Common Usage_1
1,44013.270833333336,1.0,2268.0,L0 Security Control 1_Common Usage_9
1,44013.270833333336,,,L0 Security Control 1_Common Usage_7
1,44013.270833333336,,,L0 Security Control 1_Common Usage_5
1,44013.270833333336,,,L0 Security Control 1_Common Usage_8
1,44013.270833333336,,,L0 Security Control 1_Common Usage_3
1,44013.270833333336,,,L0 Security Control 1_Common Usage_6
1,44013.270833333336,,,L0 Security Control 1_Common Usage_2
1,44013.270833333336,,,L0 Security Control 1_Common Usage_4
1,44013.270833333336,,,L0 Security Control 1_Common Usage_1
1,44013.274305555555,1.0,2268.0,L0 Security Control 1_Common Usage_9
1,44013.274305555555,,,L0 Security Control 1_Common Usage_7
1,44013.274305555555,,,L0 Security Control 1_Common Usage_5
1,44013.274305555555,,,L0 Security Control 1_Common Usage_8
1,44013.274305555555,,,L0 Security Control 1_Common Usage_3
1,44013.274305555555,,,L0 Security Control 1_Common Usage_6
1,44013.274305555555,,,L0 Security Control 1_Common Usage_2
1,44013.274305555555,,,L0 Security Control 1_Common Usage_4
1,44013.274305555555,,,L0 Security Control 1_Common Usage_1
1,44013.27777777778,1.0,2268.0,L0 Security Control 1_Common Usage_9
1,44013.27777777778,,,L0 Security Control 1_Common Usage_7
1,44013.27777777778,,,L0 Security Control 1_Common Usage_5
1,44013.27777777778,,,L0 Security Control 1_Common Usage_8
1,44013.27777777778,,,L0 Security Control 1_Common Usage_3
1,44013.27777777778,,,L0 Security Control 1_Common Usage_6
1,44013.27777777778,,,L0 Security Control 1_Common Usage_2
1,44013.27777777778,,,L0 Security Control 1_Common Usage_4
1,44013.27777777778,,,L0 Security Control 1_Common Usage_1
1,44013.28125,1.0,2268.0,L0 Security Control 1_Common Usage_9
1,44013.28125,,,L0 Security Control 1_Common Usage_7
1,44013.28125,,,L0 Security Control 1_Common Usage_5
1,44013.28125,,,L0 Security Control 1_Common Usage_8
1,44013.28125,,,L0 Security Control 1_Common Usage_3
1,44013.28125,,,L0 Security Control 1_Common Usage_6
1,44013.28125,,,L0 Security Control 1_Common Usage_2
1,44013.28125,,,L0 Security Control 1_Common Usage_4
1,44013.28125,,,L0 Security Control 1_Common Usage_1
1,44013.28472222222,2.0,2268.0,L0 Security Control 1_Common Usage_9
1,44013.28472222222,,,L0 Security Control 1_Common Usage_7
1,44013.28472222222,,,L0 Security Control 1_Common Usage_5
1,44013.28472222222,,,L0 Security Control 1_Common Usage_8
1,44013.28472222222,,,L0 Security Control 1_Common Usage_3
1,44013.28472222222,,,L0 Security Control 1_Common Usage_6
1,44013.28472222222,,,L0 Security Control 1_Common Usage_2
1,44013.28472222222,,,L0 Security Control 1_Common Usage_4
1,44013.28472222222,,,L0 Security Control 1_Common Usage_1
1,44013.288194444445,2.0,2268.0,L0 Security Control 1_Common Usage_9
1,44013.288194444445,,,L0 Security Control 1_Common Usage_7
1,44013.288194444445,,,L0 Security Control 1_Common Usage_5
1,44013.288194444445,,,L0 Security Control 1_Common Usage_8
1,44013.288194444445,,,L0 Security Control 1_Common Usage_3
1,44013.288194444445,,,L0 Security Control 1_Common Usage_6
1,44013.288194444445,,,L0 Security Control 1_Common Usage_2
1,44013.288194444445,,,L0 Security Control 1_Common Usage_4
1,44013.288194444445,,,L0 Security Control 1_Common Usage_1
1,44013.291666666664,2.0,2268.0,L0 Security Control 1_Common Usage_9
1,44013.291666666664,,,L0 Security Control 1_Common Usage_7
1,44013.291666666664,,,L0 Security Control 1_Common Usage_5
1,44013.291666666664,,,L0 Security Control 1_Common Usage_8
1,44013.291666666664,,,L0 Security Control 1_Common Usage_3
1,44013.291666666664,,,L0 Security Control 1_Common Usage_6
1,44013.291666666664,,,L0 Security Control 1_Common Usage_2
1,44013.291666666664,,,L0 Security Control 1_Common Usage_4
1,44013.291666666664,,,L0 Security Control 1_Common Usage_1
1,44013.29513888889,1.0,2268.0,L0 Security Control 1_Common Usage_9
1,44013.29513888889,,,L0 Security Control 1_Common Usage_7
1,44013.29513888889,,,L0 Security Control 1_Common Usage_5
1,44013.29513888889,,,L0 Security Control 1_Common Usage_8
1,44013.29513888889,,,L0 Security Control 1_Common Usage_3
1,44013.29513888889,,,L0 Security Control 1_Common Usage_6
1,44013.29513888889,,,L0 Security Control 1_Common Usage_2
1,44013.29513888889,,,L0 Security Control 1_Common Usage_4
1,44013.29513888889,,,L0 Security Control 1_Common Usage_1
1,44013.29861111111,2.0,2268.0,L0 Security Control 1_Common Usage_9
1,44013.29861111111,,,L0 Security Control 1_Common Usage_7
1,44013.29861111111,,,L0 Security Control 1_Common Usage_5
1,44013.29861111111,,,L0 Security Control 1_Common Usage_8
1,44013.29861111111,,,L0 Security Control 1_Common Usage_3
1,44013.29861111111,,,L0 Security Control 1_Common Usage_6
1,44013.29861111111,,,L0 Security Control 1_Common Usage_2
1,44013.29861111111,,,L0 Security Control 1_Common Usage_4
1,44013.29861111111,,,L0 Security Control 1_Common Usage_1
1,44013.302083333336,2.0,2268.0,L0 Security Control 1_Common Usage_9
1,44013.302083333336,,,L0 Security Control 1_Common Usage_7
1,44013.302083333336,,,L0 Security Control 1_Common Usage_5
1,44013.302083333336,,,L0 Security Control 1_Common Usage_8
1,44013.302083333336,,,L0 Security Control 1_Common Usage_3
1,44013.302083333336,,,L0 Security Control 1_Common Usage_6
1,44013.302083333336,,,L0 Security Control 1_Common Usage_2
1,44013.302083333336,,,L0 Security Control 1_Common Usage_4
1,44013.302083333336,,,L0 Security Control 1_Common Usage_1
1,44013.305555555555,4.0,2268.0,L0 Security Control 1_Common Usage_9
1,44013.305555555555,,,L0 Security Control 1_Common Usage_7
1,44013.305555555555,,,L0 Security Control 1_Common Usage_5
1,44013.305555555555,,,L0 Security Control 1_Common Usage_8
1,44013.305555555555,,,L0 Security Control 1_Common Usage_3
1,44013.305555555555,,,L0 Security Control 1_Common Usage_6
1,44013.305555555555,,,L0 Security Control 1_Common Usage_2
1,44013.305555555555,,,L0 Security Control 1_Common Usage_4
1,44013.305555555555,,,L0 Security Control 1_Common Usage_1
1,44013.30902777778,3.0,2268.0,L0 Security Control 1_Common Usage_9
1,44013.30902777778,,,L0 Security Control 1_Common Usage_7
1,44013.30902777778,,,L0 Security Control 1_Common Usage_5
1,44013.30902777778,,,L0 Security Control 1_Common Usage_8
1,44013.30902777778,,,L0 Security Control 1_Common Usage_3
1,44013.30902777778,,,L0 Security Control 1_Common Usage_6
1,44013.30902777778,,,L0 Security Control 1_Common Usage_2
1,44013.30902777778,,,L0 Security Control 1_Common Usage_4
1,44013.30902777778,,,L0 Security Control 1_Common Usage_1
1,44013.3125,9.0,2268.0,L0 Security Control 1_Common Usage_9
1,44013.3125,,,L0 Security Control 1_Common Usage_7
1,44013.3125,,,L0 Security Control 1_Common Usage_5
1,44013.3125,,,L0 Security Control 1_Common Usage_8
1,44013.3125,,,L0 Security Control 1_Common Usage_3
1,44013.3125,,,L0 Security Control 1_Common Usage_6
1,44013.3125,,,L0 Security Control 1_Common Usage_2
1,44013.3125,,,L0 Security Control 1_Common Usage_4
1,44013.3125,,,L0 Security Control 1_Common Usage_1
1,44013.31597222222,11.0,2268.0,L0 Security Control 1_Common Usage_9
1,44013.31597222222,,,L0 Security Control 1_Common Usage_7
1,44013.31597222222,,,L0 Security Control 1_Common Usage_5
1,44013.31597222222,,,L0 Security Control 1_Common Usage_8
1,44013.31597222222,,,L0 Security Control 1_Common Usage_3
1,44013.31597222222,,,L0 Security Control 1_Common Usage_6
1,44013.31597222222,,,L0 Security Control 1_Common Usage_2
1,44013.31597222222,,,L0 Security Control 1_Common Usage_4
1,44013.31597222222,,,L0 Security Control 1_Common Usage_1
1,44013.319444444445,11.0,2268.0,L0 Security Control 1_Common Usage_9
1,44013.319444444445,,,L0 Security Control 1_Common Usage_7
1,44013.319444444445,,,L0 Security Control 1_Common Usage_5
1,44013.319444444445,11.0,1450.0,L0 Security Control 1_Common Usage_8
1,44013.319444444445,,,L0 Security Control 1_Common Usage_3
1,44013.319444444445,,,L0 Security Control 1_Common Usage_6
1,44013.319444444445,,,L0 Security Control 1_Common Usage_2
1,44013.319444444445,,,L0 Security Control 1_Common Usage_4
1,44013.319444444445,,,L0 Security Control 1_Common Usage_1
1,44013.322916666664,10.0,2268.0,L0 Security Control 1_Common Usage_9
1,44013.322916666664,,,L0 Security Control 1_Common Usage_7
1,44013.322916666664,,,L0 Security Control 1_Common Usage_5
1,44013.322916666664,11.0,1450.0,L0 Security Control 1_Common Usage_8
1,44013.322916666664,,,L0 Security Control 1_Common Usage_3
1,44013.322916666664,,,L0 Security Control 1_Common Usage_6
1,44013.322916666664,,,L0 Security Control 1_Common Usage_2
1,44013.322916666664,,,L0 Security Control 1_Common Usage_4
1,44013.322916666664,,,L0 Security Control 1_Common Usage_1
1,44013.32638888889,14.0,2268.0,L0 Security Control 1_Common Usage_9
1,44013.32638888889,,,L0 Security Control 1_Common Usage_7
